coarse_chr	coarse_bid	coarse_start	coarse_end	fine_bid	fine_start	fine_end	child_index	n_children_for_coarse	child_offset_bp
chr3	111	64000000	68000000	441	64000000	65000000	0	4	0
chr3	111	64000000	68000000	442	65000000	66000000	1	4	1000000
chr3	111	64000000	68000000	443	66000000	67000000	2	4	2000000
chr3	111	64000000	68000000	444	67000000	68000000	3	4	3000000
chr3	112	68000000	72000000	445	68000000	69000000	0	4	0
chr3	112	68000000	72000000	446	69000000	70000000	1	4	1000000
chr3	112	68000000	72000000	447	70000000	71000000	2	4	2000000
chr3	112	68000000	72000000	448	71000000	72000000	3	4	3000000
chr3	113	72000000	76000000	449	72000000	73000000	0	4	0
chr3	113	72000000	76000000	450	73000000	74000000	1	4	1000000
chr3	113	72000000	76000000	451	74000000	75000000	2	4	2000000
chr3	113	72000000	76000000	452	75000000	76000000	3	4	3000000
chr3	114	76000000	80000000	453	76000000	77000000	0	4	0
chr3	114	76000000	80000000	454	77000000	78000000	1	4	1000000
chr3	114	76000000	80000000	455	78000000	79000000	2	4	2000000
chr3	114	76000000	80000000	456	79000000	80000000	3	4	3000000
chr3	115	80000000	84000000	457	80000000	81000000	0	4	0
chr3	115	80000000	84000000	458	81000000	82000000	1	4	1000000
chr3	115	80000000	84000000	459	82000000	83000000	2	4	2000000
chr3	115	80000000	84000000	460	83000000	84000000	3	4	3000000
chr3	116	84000000	88000000	461	84000000	85000000	0	4	0
chr3	116	84000000	88000000	462	85000000	86000000	1	4	1000000
chr3	116	84000000	88000000	463	86000000	87000000	2	4	2000000
chr3	116	84000000	88000000	464	87000000	88000000	3	4	3000000
chr3	117	88000000	92000000	465	88000000	89000000	0	4	0
chr3	117	88000000	92000000	466	89000000	90000000	1	4	1000000
chr3	117	88000000	92000000	467	90000000	91000000	2	4	2000000
chr3	117	88000000	92000000	468	91000000	92000000	3	4	3000000
chr3	118	92000000	96000000	469	92000000	93000000	0	4	0
chr3	118	92000000	96000000	470	93000000	94000000	1	4	1000000
chr3	118	92000000	96000000	471	94000000	95000000	2	4	2000000
chr3	118	92000000	96000000	472	95000000	96000000	3	4	3000000
chr3	119	96000000	100000000	473	96000000	97000000	0	4	0
chr3	119	96000000	100000000	474	97000000	98000000	1	4	1000000
chr3	119	96000000	100000000	475	98000000	99000000	2	4	2000000
chr3	119	96000000	100000000	476	99000000	100000000	3	4	3000000
chr3	120	100000000	104000000	477	100000000	101000000	0	4	0
chr3	120	100000000	104000000	478	101000000	102000000	1	4	1000000
chr3	120	100000000	104000000	479	102000000	103000000	2	4	2000000
chr3	120	100000000	104000000	480	103000000	104000000	3	4	3000000
chr3	121	104000000	108000000	481	104000000	105000000	0	4	0
chr3	121	104000000	108000000	482	105000000	106000000	1	4	1000000
chr3	121	104000000	108000000	483	106000000	107000000	2	4	2000000
chr3	121	104000000	108000000	484	107000000	108000000	3	4	3000000
chr3	122	108000000	112000000	485	108000000	109000000	0	4	0
chr3	122	108000000	112000000	486	109000000	110000000	1	4	1000000
chr3	122	108000000	112000000	487	110000000	111000000	2	4	2000000
chr3	122	108000000	112000000	488	111000000	112000000	3	4	3000000
chr3	123	112000000	116000000	489	112000000	113000000	0	4	0
chr3	123	112000000	116000000	490	113000000	114000000	1	4	1000000
chr3	123	112000000	116000000	491	114000000	115000000	2	4	2000000
chr3	123	112000000	116000000	492	115000000	116000000	3	4	3000000
chr3	124	116000000	120000000	493	116000000	117000000	0	4	0
chr3	124	116000000	120000000	494	117000000	118000000	1	4	1000000
chr3	124	116000000	120000000	495	118000000	119000000	2	4	2000000
chr3	124	116000000	120000000	496	119000000	120000000	3	4	3000000
chr3	125	120000000	124000000	497	120000000	121000000	0	4	0
chr3	125	120000000	124000000	498	121000000	122000000	1	4	1000000
chr3	125	120000000	124000000	499	122000000	123000000	2	4	2000000
chr3	125	120000000	124000000	500	123000000	124000000	3	4	3000000
chr3	126	124000000	128000000	501	124000000	125000000	0	4	0
chr3	126	124000000	128000000	502	125000000	126000000	1	4	1000000
chr3	126	124000000	128000000	503	126000000	127000000	2	4	2000000
chr3	126	124000000	128000000	504	127000000	128000000	3	4	3000000
chr3	127	128000000	132000000	505	128000000	129000000	0	4	0
chr3	127	128000000	132000000	506	129000000	130000000	1	4	1000000
chr3	127	128000000	132000000	507	130000000	131000000	2	4	2000000
chr3	127	128000000	132000000	508	131000000	132000000	3	4	3000000
chr3	128	132000000	136000000	509	132000000	133000000	0	4	0
chr3	128	132000000	136000000	510	133000000	134000000	1	4	1000000
chr3	128	132000000	136000000	511	134000000	135000000	2	4	2000000
chr3	128	132000000	136000000	512	135000000	136000000	3	4	3000000
chr3	129	136000000	140000000	513	136000000	137000000	0	4	0
chr3	129	136000000	140000000	514	137000000	138000000	1	4	1000000
chr3	129	136000000	140000000	515	138000000	139000000	2	4	2000000
chr3	129	136000000	140000000	516	139000000	140000000	3	4	3000000
chr3	130	140000000	144000000	517	140000000	141000000	0	4	0
chr3	130	140000000	144000000	518	141000000	142000000	1	4	1000000
chr3	130	140000000	144000000	519	142000000	143000000	2	4	2000000
chr3	130	140000000	144000000	520	143000000	144000000	3	4	3000000
chr3	131	144000000	148000000	521	144000000	145000000	0	4	0
chr3	131	144000000	148000000	522	145000000	146000000	1	4	1000000
chr3	131	144000000	148000000	523	146000000	147000000	2	4	2000000
chr3	131	144000000	148000000	524	147000000	148000000	3	4	3000000
chr3	132	148000000	152000000	525	148000000	149000000	0	4	0
chr3	132	148000000	152000000	526	149000000	150000000	1	4	1000000
chr3	132	148000000	152000000	527	150000000	151000000	2	4	2000000
chr3	132	148000000	152000000	528	151000000	152000000	3	4	3000000
chr3	133	152000000	156000000	529	152000000	153000000	0	4	0
chr3	133	152000000	156000000	530	153000000	154000000	1	4	1000000
chr3	133	152000000	156000000	531	154000000	155000000	2	4	2000000
chr3	133	152000000	156000000	532	155000000	156000000	3	4	3000000
chr3	134	156000000	160039680	533	156000000	157000000	0	4	0
chr3	134	156000000	160039680	534	157000000	158000000	1	4	1000000
chr3	134	156000000	160039680	535	158000000	159000000	2	4	2000000
chr3	134	156000000	160039680	536	159000000	160039680	3	4	3000000
chr4	135	0	4000000	537	0	1000000	0	4	0
chr4	135	0	4000000	538	1000000	2000000	1	4	1000000
chr4	135	0	4000000	539	2000000	3000000	2	4	2000000
chr4	135	0	4000000	540	3000000	4000000	3	4	3000000
chr4	136	4000000	8000000	541	4000000	5000000	0	4	0
chr4	136	4000000	8000000	542	5000000	6000000	1	4	1000000
chr4	136	4000000	8000000	543	6000000	7000000	2	4	2000000
chr4	136	4000000	8000000	544	7000000	8000000	3	4	3000000
chr4	137	8000000	12000000	545	8000000	9000000	0	4	0
chr4	137	8000000	12000000	546	9000000	10000000	1	4	1000000
chr4	137	8000000	12000000	547	10000000	11000000	2	4	2000000
chr4	137	8000000	12000000	548	11000000	12000000	3	4	3000000
chr4	138	12000000	16000000	549	12000000	13000000	0	4	0
chr4	138	12000000	16000000	550	13000000	14000000	1	4	1000000
chr4	138	12000000	16000000	551	14000000	15000000	2	4	2000000
chr4	138	12000000	16000000	552	15000000	16000000	3	4	3000000
chr4	139	16000000	20000000	553	16000000	17000000	0	4	0
chr4	139	16000000	20000000	554	17000000	18000000	1	4	1000000
chr4	139	16000000	20000000	555	18000000	19000000	2	4	2000000
chr4	139	16000000	20000000	556	19000000	20000000	3	4	3000000
chr4	140	20000000	24000000	557	20000000	21000000	0	4	0
chr4	140	20000000	24000000	558	21000000	22000000	1	4	1000000
chr4	140	20000000	24000000	559	22000000	23000000	2	4	2000000
chr4	140	20000000	24000000	560	23000000	24000000	3	4	3000000
chr4	141	24000000	28000000	561	24000000	25000000	0	4	0
chr4	141	24000000	28000000	562	25000000	26000000	1	4	1000000
chr4	141	24000000	28000000	563	26000000	27000000	2	4	2000000
chr4	141	24000000	28000000	564	27000000	28000000	3	4	3000000
chr4	142	28000000	32000000	565	28000000	29000000	0	4	0
chr4	142	28000000	32000000	566	29000000	30000000	1	4	1000000
chr4	142	28000000	32000000	567	30000000	31000000	2	4	2000000
chr4	142	28000000	32000000	568	31000000	32000000	3	4	3000000
chr4	143	32000000	36000000	569	32000000	33000000	0	4	0
chr4	143	32000000	36000000	570	33000000	34000000	1	4	1000000
chr4	143	32000000	36000000	571	34000000	35000000	2	4	2000000
chr4	143	32000000	36000000	572	35000000	36000000	3	4	3000000
chr4	144	36000000	40000000	573	36000000	37000000	0	4	0
chr4	144	36000000	40000000	574	37000000	38000000	1	4	1000000
chr4	144	36000000	40000000	575	38000000	39000000	2	4	2000000
chr4	144	36000000	40000000	576	39000000	40000000	3	4	3000000
chr4	145	40000000	44000000	577	40000000	41000000	0	4	0
chr4	145	40000000	44000000	578	41000000	42000000	1	4	1000000
chr4	145	40000000	44000000	579	42000000	43000000	2	4	2000000
chr4	145	40000000	44000000	580	43000000	44000000	3	4	3000000
chr4	146	44000000	48000000	581	44000000	45000000	0	4	0
chr4	146	44000000	48000000	582	45000000	46000000	1	4	1000000
chr4	146	44000000	48000000	583	46000000	47000000	2	4	2000000
chr4	146	44000000	48000000	584	47000000	48000000	3	4	3000000
chr4	147	48000000	52000000	585	48000000	49000000	0	4	0
chr4	147	48000000	52000000	586	49000000	50000000	1	4	1000000
chr4	147	48000000	52000000	587	50000000	51000000	2	4	2000000
chr4	147	48000000	52000000	588	51000000	52000000	3	4	3000000
chr4	148	52000000	56000000	589	52000000	53000000	0	4	0
chr4	148	52000000	56000000	590	53000000	54000000	1	4	1000000
chr4	148	52000000	56000000	591	54000000	55000000	2	4	2000000
chr4	148	52000000	56000000	592	55000000	56000000	3	4	3000000
chr4	149	56000000	60000000	593	56000000	57000000	0	4	0
chr4	149	56000000	60000000	594	57000000	58000000	1	4	1000000
chr4	149	56000000	60000000	595	58000000	59000000	2	4	2000000
chr4	149	56000000	60000000	596	59000000	60000000	3	4	3000000
chr4	150	60000000	64000000	597	60000000	61000000	0	4	0
chr4	150	60000000	64000000	598	61000000	62000000	1	4	1000000
chr4	150	60000000	64000000	599	62000000	63000000	2	4	2000000
chr4	150	60000000	64000000	600	63000000	64000000	3	4	3000000
chr4	151	64000000	68000000	601	64000000	65000000	0	4	0
chr4	151	64000000	68000000	602	65000000	66000000	1	4	1000000
chr4	151	64000000	68000000	603	66000000	67000000	2	4	2000000
chr4	151	64000000	68000000	604	67000000	68000000	3	4	3000000
chr4	152	68000000	72000000	605	68000000	69000000	0	4	0
chr4	152	68000000	72000000	606	69000000	70000000	1	4	1000000
chr4	152	68000000	72000000	607	70000000	71000000	2	4	2000000
chr4	152	68000000	72000000	608	71000000	72000000	3	4	3000000
chr4	153	72000000	76000000	609	72000000	73000000	0	4	0
chr4	153	72000000	76000000	610	73000000	74000000	1	4	1000000
chr4	153	72000000	76000000	611	74000000	75000000	2	4	2000000
chr4	153	72000000	76000000	612	75000000	76000000	3	4	3000000
chr4	154	76000000	80000000	613	76000000	77000000	0	4	0
chr4	154	76000000	80000000	614	77000000	78000000	1	4	1000000
chr4	154	76000000	80000000	615	78000000	79000000	2	4	2000000
chr4	154	76000000	80000000	616	79000000	80000000	3	4	3000000
chr4	155	80000000	84000000	617	80000000	81000000	0	4	0
chr4	155	80000000	84000000	618	81000000	82000000	1	4	1000000
chr4	155	80000000	84000000	619	82000000	83000000	2	4	2000000
chr4	155	80000000	84000000	620	83000000	84000000	3	4	3000000
chr4	156	84000000	88000000	621	84000000	85000000	0	4	0
chr4	156	84000000	88000000	622	85000000	86000000	1	4	1000000
chr4	156	84000000	88000000	623	86000000	87000000	2	4	2000000
chr4	156	84000000	88000000	624	87000000	88000000	3	4	3000000
chr4	157	88000000	92000000	625	88000000	89000000	0	4	0
chr4	157	88000000	92000000	626	89000000	90000000	1	4	1000000
chr4	157	88000000	92000000	627	90000000	91000000	2	4	2000000
chr4	157	88000000	92000000	628	91000000	92000000	3	4	3000000
chr4	158	92000000	96000000	629	92000000	93000000	0	4	0
chr4	158	92000000	96000000	630	93000000	94000000	1	4	1000000
chr4	158	92000000	96000000	631	94000000	95000000	2	4	2000000
chr4	158	92000000	96000000	632	95000000	96000000	3	4	3000000
chr4	159	96000000	100000000	633	96000000	97000000	0	4	0
chr4	159	96000000	100000000	634	97000000	98000000	1	4	1000000
chr4	159	96000000	100000000	635	98000000	99000000	2	4	2000000
chr4	159	96000000	100000000	636	99000000	100000000	3	4	3000000
chr4	160	100000000	104000000	637	100000000	101000000	0	4	0
chr4	160	100000000	104000000	638	101000000	102000000	1	4	1000000
chr4	160	100000000	104000000	639	102000000	103000000	2	4	2000000
chr4	160	100000000	104000000	640	103000000	104000000	3	4	3000000
chr4	161	104000000	108000000	641	104000000	105000000	0	4	0
chr4	161	104000000	108000000	642	105000000	106000000	1	4	1000000
chr4	161	104000000	108000000	643	106000000	107000000	2	4	2000000
chr4	161	104000000	108000000	644	107000000	108000000	3	4	3000000
chr4	162	108000000	112000000	645	108000000	109000000	0	4	0
chr4	162	108000000	112000000	646	109000000	110000000	1	4	1000000
chr4	162	108000000	112000000	647	110000000	111000000	2	4	2000000
chr4	162	108000000	112000000	648	111000000	112000000	3	4	3000000
chr4	163	112000000	116000000	649	112000000	113000000	0	4	0
chr4	163	112000000	116000000	650	113000000	114000000	1	4	1000000
chr4	163	112000000	116000000	651	114000000	115000000	2	4	2000000
chr4	163	112000000	116000000	652	115000000	116000000	3	4	3000000
chr4	164	116000000	120000000	653	116000000	117000000	0	4	0
chr4	164	116000000	120000000	654	117000000	118000000	1	4	1000000
chr4	164	116000000	120000000	655	118000000	119000000	2	4	2000000
chr4	164	116000000	120000000	656	119000000	120000000	3	4	3000000
chr4	165	120000000	124000000	657	120000000	121000000	0	4	0
chr4	165	120000000	124000000	658	121000000	122000000	1	4	1000000
chr4	165	120000000	124000000	659	122000000	123000000	2	4	2000000
chr4	165	120000000	124000000	660	123000000	124000000	3	4	3000000
chr4	166	124000000	128000000	661	124000000	125000000	0	4	0
chr4	166	124000000	128000000	662	125000000	126000000	1	4	1000000
chr4	166	124000000	128000000	663	126000000	127000000	2	4	2000000
chr4	166	124000000	128000000	664	127000000	128000000	3	4	3000000
chr4	167	128000000	132000000	665	128000000	129000000	0	4	0
chr4	167	128000000	132000000	666	129000000	130000000	1	4	1000000
chr4	167	128000000	132000000	667	130000000	131000000	2	4	2000000
chr4	167	128000000	132000000	668	131000000	132000000	3	4	3000000
chr4	168	132000000	136000000	669	132000000	133000000	0	4	0
chr4	168	132000000	136000000	670	133000000	134000000	1	4	1000000
chr4	168	132000000	136000000	671	134000000	135000000	2	4	2000000
chr4	168	132000000	136000000	672	135000000	136000000	3	4	3000000
chr4	169	136000000	140000000	673	136000000	137000000	0	4	0
chr4	169	136000000	140000000	674	137000000	138000000	1	4	1000000
chr4	169	136000000	140000000	675	138000000	139000000	2	4	2000000
chr4	169	136000000	140000000	676	139000000	140000000	3	4	3000000
chr4	170	140000000	144000000	677	140000000	141000000	0	4	0
chr4	170	140000000	144000000	678	141000000	142000000	1	4	1000000
chr4	170	140000000	144000000	679	142000000	143000000	2	4	2000000
chr4	170	140000000	144000000	680	143000000	144000000	3	4	3000000
chr4	171	144000000	148000000	681	144000000	145000000	0	4	0
chr4	171	144000000	148000000	682	145000000	146000000	1	4	1000000
chr4	171	144000000	148000000	683	146000000	147000000	2	4	2000000
chr4	171	144000000	148000000	684	147000000	148000000	3	4	3000000
chr4	172	148000000	152000000	685	148000000	149000000	0	4	0
chr4	172	148000000	152000000	686	149000000	150000000	1	4	1000000
chr4	172	148000000	152000000	687	150000000	151000000	2	4	2000000
chr4	172	148000000	152000000	688	151000000	152000000	3	4	3000000
chr4	173	152000000	156508116	689	152000000	153000000	0	5	0
chr4	173	152000000	156508116	690	153000000	154000000	1	5	1000000
chr4	173	152000000	156508116	691	154000000	155000000	2	5	2000000
chr4	173	152000000	156508116	692	155000000	156000000	3	5	3000000
chr4	173	152000000	156508116	693	156000000	156508116	4	5	4000000
chr5	174	0	4000000	694	0	1000000	0	4	0
chr5	174	0	4000000	695	1000000	2000000	1	4	1000000
chr5	174	0	4000000	696	2000000	3000000	2	4	2000000
chr5	174	0	4000000	697	3000000	4000000	3	4	3000000
chr5	175	4000000	8000000	698	4000000	5000000	0	4	0
chr5	175	4000000	8000000	699	5000000	6000000	1	4	1000000
chr5	175	4000000	8000000	700	6000000	7000000	2	4	2000000
chr5	175	4000000	8000000	701	7000000	8000000	3	4	3000000
chr5	176	8000000	12000000	702	8000000	9000000	0	4	0
chr5	176	8000000	12000000	703	9000000	10000000	1	4	1000000
chr5	176	8000000	12000000	704	10000000	11000000	2	4	2000000
chr5	176	8000000	12000000	705	11000000	12000000	3	4	3000000
chr5	177	12000000	16000000	706	12000000	13000000	0	4	0
chr5	177	12000000	16000000	707	13000000	14000000	1	4	1000000
chr5	177	12000000	16000000	708	14000000	15000000	2	4	2000000
chr5	177	12000000	16000000	709	15000000	16000000	3	4	3000000
chr5	178	16000000	20000000	710	16000000	17000000	0	4	0
chr5	178	16000000	20000000	711	17000000	18000000	1	4	1000000
chr5	178	16000000	20000000	712	18000000	19000000	2	4	2000000
chr5	178	16000000	20000000	713	19000000	20000000	3	4	3000000
chr5	179	20000000	24000000	714	20000000	21000000	0	4	0
chr5	179	20000000	24000000	715	21000000	22000000	1	4	1000000
chr5	179	20000000	24000000	716	22000000	23000000	2	4	2000000
chr5	179	20000000	24000000	717	23000000	24000000	3	4	3000000
chr5	180	24000000	28000000	718	24000000	25000000	0	4	0
chr5	180	24000000	28000000	719	25000000	26000000	1	4	1000000
chr5	180	24000000	28000000	720	26000000	27000000	2	4	2000000
chr5	180	24000000	28000000	721	27000000	28000000	3	4	3000000
chr5	181	28000000	32000000	722	28000000	29000000	0	4	0
chr5	181	28000000	32000000	723	29000000	30000000	1	4	1000000
chr5	181	28000000	32000000	724	30000000	31000000	2	4	2000000
chr5	181	28000000	32000000	725	31000000	32000000	3	4	3000000
chr5	182	32000000	36000000	726	32000000	33000000	0	4	0
chr5	182	32000000	36000000	727	33000000	34000000	1	4	1000000
chr5	182	32000000	36000000	728	34000000	35000000	2	4	2000000
chr5	182	32000000	36000000	729	35000000	36000000	3	4	3000000
chr5	183	36000000	40000000	730	36000000	37000000	0	4	0
chr5	183	36000000	40000000	731	37000000	38000000	1	4	1000000
chr5	183	36000000	40000000	732	38000000	39000000	2	4	2000000
chr5	183	36000000	40000000	733	39000000	40000000	3	4	3000000
chr5	184	40000000	44000000	734	40000000	41000000	0	4	0
chr5	184	40000000	44000000	735	41000000	42000000	1	4	1000000
chr5	184	40000000	44000000	736	42000000	43000000	2	4	2000000
chr5	184	40000000	44000000	737	43000000	44000000	3	4	3000000
chr5	185	44000000	48000000	738	44000000	45000000	0	4	0
chr5	185	44000000	48000000	739	45000000	46000000	1	4	1000000
chr5	185	44000000	48000000	740	46000000	47000000	2	4	2000000
chr5	185	44000000	48000000	741	47000000	48000000	3	4	3000000
chr5	186	48000000	52000000	742	48000000	49000000	0	4	0
chr5	186	48000000	52000000	743	49000000	50000000	1	4	1000000
chr5	186	48000000	52000000	744	50000000	51000000	2	4	2000000
chr5	186	48000000	52000000	745	51000000	52000000	3	4	3000000
chr5	187	52000000	56000000	746	52000000	53000000	0	4	0
chr5	187	52000000	56000000	747	53000000	54000000	1	4	1000000
chr5	187	52000000	56000000	748	54000000	55000000	2	4	2000000
chr5	187	52000000	56000000	749	55000000	56000000	3	4	3000000
chr5	188	56000000	60000000	750	56000000	57000000	0	4	0
chr5	188	56000000	60000000	751	57000000	58000000	1	4	1000000
chr5	188	56000000	60000000	752	58000000	59000000	2	4	2000000
chr5	188	56000000	60000000	753	59000000	60000000	3	4	3000000
chr5	189	60000000	64000000	754	60000000	61000000	0	4	0
chr5	189	60000000	64000000	755	61000000	62000000	1	4	1000000
chr5	189	60000000	64000000	756	62000000	63000000	2	4	2000000
chr5	189	60000000	64000000	757	63000000	64000000	3	4	3000000
chr5	190	64000000	68000000	758	64000000	65000000	0	4	0
chr5	190	64000000	68000000	759	65000000	66000000	1	4	1000000
chr5	190	64000000	68000000	760	66000000	67000000	2	4	2000000
chr5	190	64000000	68000000	761	67000000	68000000	3	4	3000000
chr5	191	68000000	72000000	762	68000000	69000000	0	4	0
chr5	191	68000000	72000000	763	69000000	70000000	1	4	1000000
chr5	191	68000000	72000000	764	70000000	71000000	2	4	2000000
chr5	191	68000000	72000000	765	71000000	72000000	3	4	3000000
chr5	192	72000000	76000000	766	72000000	73000000	0	4	0
chr5	192	72000000	76000000	767	73000000	74000000	1	4	1000000
chr5	192	72000000	76000000	768	74000000	75000000	2	4	2000000
chr5	192	72000000	76000000	769	75000000	76000000	3	4	3000000
chr5	193	76000000	80000000	770	76000000	77000000	0	4	0
chr5	193	76000000	80000000	771	77000000	78000000	1	4	1000000
chr5	193	76000000	80000000	772	78000000	79000000	2	4	2000000
chr5	193	76000000	80000000	773	79000000	80000000	3	4	3000000
chr5	194	80000000	84000000	774	80000000	81000000	0	4	0
chr5	194	80000000	84000000	775	81000000	82000000	1	4	1000000
chr5	194	80000000	84000000	776	82000000	83000000	2	4	2000000
chr5	194	80000000	84000000	777	83000000	84000000	3	4	3000000
chr5	195	84000000	88000000	778	84000000	85000000	0	4	0
chr5	195	84000000	88000000	779	85000000	86000000	1	4	1000000
chr5	195	84000000	88000000	780	86000000	87000000	2	4	2000000
chr5	195	84000000	88000000	781	87000000	88000000	3	4	3000000
chr5	196	88000000	92000000	782	88000000	89000000	0	4	0
chr5	196	88000000	92000000	783	89000000	90000000	1	4	1000000
chr5	196	88000000	92000000	784	90000000	91000000	2	4	2000000
chr5	196	88000000	92000000	785	91000000	92000000	3	4	3000000
chr5	197	92000000	96000000	786	92000000	93000000	0	4	0
chr5	197	92000000	96000000	787	93000000	94000000	1	4	1000000
chr5	197	92000000	96000000	788	94000000	95000000	2	4	2000000
chr5	197	92000000	96000000	789	95000000	96000000	3	4	3000000
chr5	198	96000000	100000000	790	96000000	97000000	0	4	0
chr5	198	96000000	100000000	791	97000000	98000000	1	4	1000000
chr5	198	96000000	100000000	792	98000000	99000000	2	4	2000000
chr5	198	96000000	100000000	793	99000000	100000000	3	4	3000000
chr5	199	100000000	104000000	794	100000000	101000000	0	4	0
chr5	199	100000000	104000000	795	101000000	102000000	1	4	1000000
chr5	199	100000000	104000000	796	102000000	103000000	2	4	2000000
chr5	199	100000000	104000000	797	103000000	104000000	3	4	3000000
chr5	200	104000000	108000000	798	104000000	105000000	0	4	0
chr5	200	104000000	108000000	799	105000000	106000000	1	4	1000000
chr5	200	104000000	108000000	800	106000000	107000000	2	4	2000000
chr5	200	104000000	108000000	801	107000000	108000000	3	4	3000000
chr5	201	108000000	112000000	802	108000000	109000000	0	4	0
chr5	201	108000000	112000000	803	109000000	110000000	1	4	1000000
chr5	201	108000000	112000000	804	110000000	111000000	2	4	2000000
chr5	201	108000000	112000000	805	111000000	112000000	3	4	3000000
chr5	202	112000000	116000000	806	112000000	113000000	0	4	0
chr5	202	112000000	116000000	807	113000000	114000000	1	4	1000000
chr5	202	112000000	116000000	808	114000000	115000000	2	4	2000000
chr5	202	112000000	116000000	809	115000000	116000000	3	4	3000000
chr5	203	116000000	120000000	810	116000000	117000000	0	4	0
chr5	203	116000000	120000000	811	117000000	118000000	1	4	1000000
chr5	203	116000000	120000000	812	118000000	119000000	2	4	2000000
chr5	203	116000000	120000000	813	119000000	120000000	3	4	3000000
chr5	204	120000000	124000000	814	120000000	121000000	0	4	0
chr5	204	120000000	124000000	815	121000000	122000000	1	4	1000000
chr5	204	120000000	124000000	816	122000000	123000000	2	4	2000000
chr5	204	120000000	124000000	817	123000000	124000000	3	4	3000000
chr5	205	124000000	128000000	818	124000000	125000000	0	4	0
chr5	205	124000000	128000000	819	125000000	126000000	1	4	1000000
chr5	205	124000000	128000000	820	126000000	127000000	2	4	2000000
chr5	205	124000000	128000000	821	127000000	128000000	3	4	3000000
chr5	206	128000000	132000000	822	128000000	129000000	0	4	0
chr5	206	128000000	132000000	823	129000000	130000000	1	4	1000000
chr5	206	128000000	132000000	824	130000000	131000000	2	4	2000000
chr5	206	128000000	132000000	825	131000000	132000000	3	4	3000000
chr5	207	132000000	136000000	826	132000000	133000000	0	4	0
chr5	207	132000000	136000000	827	133000000	134000000	1	4	1000000
chr5	207	132000000	136000000	828	134000000	135000000	2	4	2000000
chr5	207	132000000	136000000	829	135000000	136000000	3	4	3000000
chr5	208	136000000	140000000	830	136000000	137000000	0	4	0
chr5	208	136000000	140000000	831	137000000	138000000	1	4	1000000
chr5	208	136000000	140000000	832	138000000	139000000	2	4	2000000
chr5	208	136000000	140000000	833	139000000	140000000	3	4	3000000
chr5	209	140000000	144000000	834	140000000	141000000	0	4	0
chr5	209	140000000	144000000	835	141000000	142000000	1	4	1000000
chr5	209	140000000	144000000	836	142000000	143000000	2	4	2000000
chr5	209	140000000	144000000	837	143000000	144000000	3	4	3000000
chr5	210	144000000	148000000	838	144000000	145000000	0	4	0
chr5	210	144000000	148000000	839	145000000	146000000	1	4	1000000
chr5	210	144000000	148000000	840	146000000	147000000	2	4	2000000
chr5	210	144000000	148000000	841	147000000	148000000	3	4	3000000
chr5	211	148000000	151834684	842	148000000	149000000	0	4	0
chr5	211	148000000	151834684	843	149000000	150000000	1	4	1000000
chr5	211	148000000	151834684	844	150000000	151000000	2	4	2000000
chr5	211	148000000	151834684	845	151000000	151834684	3	4	3000000
chr6	212	0	4000000	846	0	1000000	0	4	0
chr6	212	0	4000000	847	1000000	2000000	1	4	1000000
chr6	212	0	4000000	848	2000000	3000000	2	4	2000000
chr6	212	0	4000000	849	3000000	4000000	3	4	3000000
chr6	213	4000000	8000000	850	4000000	5000000	0	4	0
chr6	213	4000000	8000000	851	5000000	6000000	1	4	1000000
chr6	213	4000000	8000000	852	6000000	7000000	2	4	2000000
chr6	213	4000000	8000000	853	7000000	8000000	3	4	3000000
chr6	214	8000000	12000000	854	8000000	9000000	0	4	0
chr6	214	8000000	12000000	855	9000000	10000000	1	4	1000000
chr6	214	8000000	12000000	856	10000000	11000000	2	4	2000000
chr6	214	8000000	12000000	857	11000000	12000000	3	4	3000000
chr6	215	12000000	16000000	858	12000000	13000000	0	4	0
chr6	215	12000000	16000000	859	13000000	14000000	1	4	1000000
chr6	215	12000000	16000000	860	14000000	15000000	2	4	2000000
chr6	215	12000000	16000000	861	15000000	16000000	3	4	3000000
chr6	216	16000000	20000000	862	16000000	17000000	0	4	0
chr6	216	16000000	20000000	863	17000000	18000000	1	4	1000000
chr6	216	16000000	20000000	864	18000000	19000000	2	4	2000000
chr6	216	16000000	20000000	865	19000000	20000000	3	4	3000000
chr6	217	20000000	24000000	866	20000000	21000000	0	4	0
chr6	217	20000000	24000000	867	21000000	22000000	1	4	1000000
chr6	217	20000000	24000000	868	22000000	23000000	2	4	2000000
chr6	217	20000000	24000000	869	23000000	24000000	3	4	3000000
chr6	218	24000000	28000000	870	24000000	25000000	0	4	0
chr6	218	24000000	28000000	871	25000000	26000000	1	4	1000000
chr6	218	24000000	28000000	872	26000000	27000000	2	4	2000000
chr6	218	24000000	28000000	873	27000000	28000000	3	4	3000000
chr6	219	28000000	32000000	874	28000000	29000000	0	4	0
chr6	219	28000000	32000000	875	29000000	30000000	1	4	1000000
chr6	219	28000000	32000000	876	30000000	31000000	2	4	2000000
chr6	219	28000000	32000000	877	31000000	32000000	3	4	3000000
chr6	220	32000000	36000000	878	32000000	33000000	0	4	0
chr6	220	32000000	36000000	879	33000000	34000000	1	4	1000000
chr6	220	32000000	36000000	880	34000000	35000000	2	4	2000000
chr6	220	32000000	36000000	881	35000000	36000000	3	4	3000000
chr6	221	36000000	40000000	882	36000000	37000000	0	4	0
chr6	221	36000000	40000000	883	37000000	38000000	1	4	1000000
