chr	bid	start	end	bead_size_bp	n_child_1mb
chr4	664	127000000	128000000	1000000	-1
chr4	665	128000000	129000000	1000000	-1
chr4	666	129000000	130000000	1000000	-1
chr4	667	130000000	131000000	1000000	-1
chr4	668	131000000	132000000	1000000	-1
chr4	669	132000000	133000000	1000000	-1
chr4	670	133000000	134000000	1000000	-1
chr4	671	134000000	135000000	1000000	-1
chr4	672	135000000	136000000	1000000	-1
chr4	673	136000000	137000000	1000000	-1
chr4	674	137000000	138000000	1000000	-1
chr4	675	138000000	139000000	1000000	-1
chr4	676	139000000	140000000	1000000	-1
chr4	677	140000000	141000000	1000000	-1
chr4	678	141000000	142000000	1000000	-1
chr4	679	142000000	143000000	1000000	-1
chr4	680	143000000	144000000	1000000	-1
chr4	681	144000000	145000000	1000000	-1
chr4	682	145000000	146000000	1000000	-1
chr4	683	146000000	147000000	1000000	-1
chr4	684	147000000	148000000	1000000	-1
chr4	685	148000000	149000000	1000000	-1
chr4	686	149000000	150000000	1000000	-1
chr4	687	150000000	151000000	1000000	-1
chr4	688	151000000	152000000	1000000	-1
chr4	689	152000000	153000000	1000000	-1
chr4	690	153000000	154000000	1000000	-1
chr4	691	154000000	155000000	1000000	-1
chr4	692	155000000	156000000	1000000	-1
chr4	693	156000000	156508116	508116	-1
chr5	694	0	1000000	1000000	-1
chr5	695	1000000	2000000	1000000	-1
chr5	696	2000000	3000000	1000000	-1
chr5	697	3000000	4000000	1000000	-1
chr5	698	4000000	5000000	1000000	-1
chr5	699	5000000	6000000	1000000	-1
chr5	700	6000000	7000000	1000000	-1
chr5	701	7000000	8000000	1000000	-1
chr5	702	8000000	9000000	1000000	-1
chr5	703	9000000	10000000	1000000	-1
chr5	704	10000000	11000000	1000000	-1
chr5	705	11000000	12000000	1000000	-1
chr5	706	12000000	13000000	1000000	-1
chr5	707	13000000	14000000	1000000	-1
chr5	708	14000000	15000000	1000000	-1
chr5	709	15000000	16000000	1000000	-1
chr5	710	16000000	17000000	1000000	-1
chr5	711	17000000	18000000	1000000	-1
chr5	712	18000000	19000000	1000000	-1
chr5	713	19000000	20000000	1000000	-1
chr5	714	20000000	21000000	1000000	-1
chr5	715	21000000	22000000	1000000	-1
chr5	716	22000000	23000000	1000000	-1
chr5	717	23000000	24000000	1000000	-1
chr5	718	24000000	25000000	1000000	-1
chr5	719	25000000	26000000	1000000	-1
chr5	720	26000000	27000000	1000000	-1
chr5	721	27000000	28000000	1000000	-1
chr5	722	28000000	29000000	1000000	-1
chr5	723	29000000	30000000	1000000	-1
chr5	724	30000000	31000000	1000000	-1
chr5	725	31000000	32000000	1000000	-1
chr5	726	32000000	33000000	1000000	-1
chr5	727	33000000	34000000	1000000	-1
chr5	728	34000000	35000000	1000000	-1
chr5	729	35000000	36000000	1000000	-1
chr5	730	36000000	37000000	1000000	-1
chr5	731	37000000	38000000	1000000	-1
chr5	732	38000000	39000000	1000000	-1
chr5	733	39000000	40000000	1000000	-1
chr5	734	40000000	41000000	1000000	-1
chr5	735	41000000	42000000	1000000	-1
chr5	736	42000000	43000000	1000000	-1
chr5	737	43000000	44000000	1000000	-1
chr5	738	44000000	45000000	1000000	-1
chr5	739	45000000	46000000	1000000	-1
chr5	740	46000000	47000000	1000000	-1
chr5	741	47000000	48000000	1000000	-1
chr5	742	48000000	49000000	1000000	-1
chr5	743	49000000	50000000	1000000	-1
chr5	744	50000000	51000000	1000000	-1
chr5	745	51000000	52000000	1000000	-1
chr5	746	52000000	53000000	1000000	-1
chr5	747	53000000	54000000	1000000	-1
chr5	748	54000000	55000000	1000000	-1
chr5	749	55000000	56000000	1000000	-1
chr5	750	56000000	57000000	1000000	-1
chr5	751	57000000	58000000	1000000	-1
chr5	752	58000000	59000000	1000000	-1
chr5	753	59000000	60000000	1000000	-1
chr5	754	60000000	61000000	1000000	-1
chr5	755	61000000	62000000	1000000	-1
chr5	756	62000000	63000000	1000000	-1
chr5	757	63000000	64000000	1000000	-1
chr5	758	64000000	65000000	1000000	-1
chr5	759	65000000	66000000	1000000	-1
chr5	760	66000000	67000000	1000000	-1
chr5	761	67000000	68000000	1000000	-1
chr5	762	68000000	69000000	1000000	-1
chr5	763	69000000	70000000	1000000	-1
chr5	764	70000000	71000000	1000000	-1
chr5	765	71000000	72000000	1000000	-1
chr5	766	72000000	73000000	1000000	-1
chr5	767	73000000	74000000	1000000	-1
chr5	768	74000000	75000000	1000000	-1
chr5	769	75000000	76000000	1000000	-1
chr5	770	76000000	77000000	1000000	-1
chr5	771	77000000	78000000	1000000	-1
chr5	772	78000000	79000000	1000000	-1
chr5	773	79000000	80000000	1000000	-1
chr5	774	80000000	81000000	1000000	-1
chr5	775	81000000	82000000	1000000	-1
chr5	776	82000000	83000000	1000000	-1
chr5	777	83000000	84000000	1000000	-1
chr5	778	84000000	85000000	1000000	-1
chr5	779	85000000	86000000	1000000	-1
chr5	780	86000000	87000000	1000000	-1
chr5	781	87000000	88000000	1000000	-1
chr5	782	88000000	89000000	1000000	-1
chr5	783	89000000	90000000	1000000	-1
chr5	784	90000000	91000000	1000000	-1
chr5	785	91000000	92000000	1000000	-1
chr5	786	92000000	93000000	1000000	-1
chr5	787	93000000	94000000	1000000	-1
chr5	788	94000000	95000000	1000000	-1
chr5	789	95000000	96000000	1000000	-1
chr5	790	96000000	97000000	1000000	-1
chr5	791	97000000	98000000	1000000	-1
chr5	792	98000000	99000000	1000000	-1
chr5	793	99000000	100000000	1000000	-1
chr5	794	100000000	101000000	1000000	-1
chr5	795	101000000	102000000	1000000	-1
chr5	796	102000000	103000000	1000000	-1
chr5	797	103000000	104000000	1000000	-1
chr5	798	104000000	105000000	1000000	-1
chr5	799	105000000	106000000	1000000	-1
chr5	800	106000000	107000000	1000000	-1
chr5	801	107000000	108000000	1000000	-1
chr5	802	108000000	109000000	1000000	-1
chr5	803	109000000	110000000	1000000	-1
chr5	804	110000000	111000000	1000000	-1
chr5	805	111000000	112000000	1000000	-1
chr5	806	112000000	113000000	1000000	-1
chr5	807	113000000	114000000	1000000	-1
chr5	808	114000000	115000000	1000000	-1
chr5	809	115000000	116000000	1000000	-1
chr5	810	116000000	117000000	1000000	-1
chr5	811	117000000	118000000	1000000	-1
chr5	812	118000000	119000000	1000000	-1
chr5	813	119000000	120000000	1000000	-1
chr5	814	120000000	121000000	1000000	-1
chr5	815	121000000	122000000	1000000	-1
chr5	816	122000000	123000000	1000000	-1
chr5	817	123000000	124000000	1000000	-1
chr5	818	124000000	125000000	1000000	-1
chr5	819	125000000	126000000	1000000	-1
chr5	820	126000000	127000000	1000000	-1
chr5	821	127000000	128000000	1000000	-1
chr5	822	128000000	129000000	1000000	-1
chr5	823	129000000	130000000	1000000	-1
chr5	824	130000000	131000000	1000000	-1
chr5	825	131000000	132000000	1000000	-1
chr5	826	132000000	133000000	1000000	-1
chr5	827	133000000	134000000	1000000	-1
chr5	828	134000000	135000000	1000000	-1
chr5	829	135000000	136000000	1000000	-1
chr5	830	136000000	137000000	1000000	-1
chr5	831	137000000	138000000	1000000	-1
chr5	832	138000000	139000000	1000000	-1
chr5	833	139000000	140000000	1000000	-1
chr5	834	140000000	141000000	1000000	-1
chr5	835	141000000	142000000	1000000	-1
chr5	836	142000000	143000000	1000000	-1
chr5	837	143000000	144000000	1000000	-1
chr5	838	144000000	145000000	1000000	-1
chr5	839	145000000	146000000	1000000	-1
chr5	840	146000000	147000000	1000000	-1
chr5	841	147000000	148000000	1000000	-1
chr5	842	148000000	149000000	1000000	-1
chr5	843	149000000	150000000	1000000	-1
chr5	844	150000000	151000000	1000000	-1
chr5	845	151000000	151834684	834684	-1
chr6	846	0	1000000	1000000	-1
chr6	847	1000000	2000000	1000000	-1
chr6	848	2000000	3000000	1000000	-1
chr6	849	3000000	4000000	1000000	-1
chr6	850	4000000	5000000	1000000	-1
chr6	851	5000000	6000000	1000000	-1
chr6	852	6000000	7000000	1000000	-1
chr6	853	7000000	8000000	1000000	-1
chr6	854	8000000	9000000	1000000	-1
chr6	855	9000000	10000000	1000000	-1
chr6	856	10000000	11000000	1000000	-1
chr6	857	11000000	12000000	1000000	-1
chr6	858	12000000	13000000	1000000	-1
chr6	859	13000000	14000000	1000000	-1
chr6	860	14000000	15000000	1000000	-1
chr6	861	15000000	16000000	1000000	-1
chr6	862	16000000	17000000	1000000	-1
chr6	863	17000000	18000000	1000000	-1
chr6	864	18000000	19000000	1000000	-1
chr6	865	19000000	20000000	1000000	-1
chr6	866	20000000	21000000	1000000	-1
chr6	867	21000000	22000000	1000000	-1
chr6	868	22000000	23000000	1000000	-1
chr6	869	23000000	24000000	1000000	-1
chr6	870	24000000	25000000	1000000	-1
chr6	871	25000000	26000000	1000000	-1
chr6	872	26000000	27000000	1000000	-1
chr6	873	27000000	28000000	1000000	-1
chr6	874	28000000	29000000	1000000	-1
chr6	875	29000000	30000000	1000000	-1
chr6	876	30000000	31000000	1000000	-1
chr6	877	31000000	32000000	1000000	-1
chr6	878	32000000	33000000	1000000	-1
chr6	879	33000000	34000000	1000000	-1
chr6	880	34000000	35000000	1000000	-1
chr6	881	35000000	36000000	1000000	-1
chr6	882	36000000	37000000	1000000	-1
chr6	883	37000000	38000000	1000000	-1
chr6	884	38000000	39000000	1000000	-1
chr6	885	39000000	40000000	1000000	-1
chr6	886	40000000	41000000	1000000	-1
chr6	887	41000000	42000000	1000000	-1
chr6	888	42000000	43000000	1000000	-1
chr6	889	43000000	44000000	1000000	-1
chr6	890	44000000	45000000	1000000	-1
chr6	891	45000000	46000000	1000000	-1
chr6	892	46000000	47000000	1000000	-1
chr6	893	47000000	48000000	1000000	-1
chr6	894	48000000	49000000	1000000	-1
chr6	895	49000000	50000000	1000000	-1
chr6	896	50000000	51000000	1000000	-1
chr6	897	51000000	52000000	1000000	-1
chr6	898	52000000	53000000	1000000	-1
chr6	899	53000000	54000000	1000000	-1
chr6	900	54000000	55000000	1000000	-1
chr6	901	55000000	56000000	1000000	-1
chr6	902	56000000	57000000	1000000	-1
chr6	903	57000000	58000000	1000000	-1
chr6	904	58000000	59000000	1000000	-1
chr6	905	59000000	60000000	1000000	-1
chr6	906	60000000	61000000	1000000	-1
chr6	907	61000000	62000000	1000000	-1
chr6	908	62000000	63000000	1000000	-1
chr6	909	63000000	64000000	1000000	-1
chr6	910	64000000	65000000	1000000	-1
chr6	911	65000000	66000000	1000000	-1
chr6	912	66000000	67000000	1000000	-1
chr6	913	67000000	68000000	1000000	-1
chr6	914	68000000	69000000	1000000	-1
chr6	915	69000000	70000000	1000000	-1
chr6	916	70000000	71000000	1000000	-1
chr6	917	71000000	72000000	1000000	-1
chr6	918	72000000	73000000	1000000	-1
chr6	919	73000000	74000000	1000000	-1
chr6	920	74000000	75000000	1000000	-1
chr6	921	75000000	76000000	1000000	-1
chr6	922	76000000	77000000	1000000	-1
chr6	923	77000000	78000000	1000000	-1
chr6	924	78000000	79000000	1000000	-1
chr6	925	79000000	80000000	1000000	-1
chr6	926	80000000	81000000	1000000	-1
chr6	927	81000000	82000000	1000000	-1
chr6	928	82000000	83000000	1000000	-1
chr6	929	83000000	84000000	1000000	-1
chr6	930	84000000	85000000	1000000	-1
chr6	931	85000000	86000000	1000000	-1
chr6	932	86000000	87000000	1000000	-1
chr6	933	87000000	88000000	1000000	-1
chr6	934	88000000	89000000	1000000	-1
chr6	935	89000000	90000000	1000000	-1
chr6	936	90000000	91000000	1000000	-1
chr6	937	91000000	92000000	1000000	-1
chr6	938	92000000	93000000	1000000	-1
chr6	939	93000000	94000000	1000000	-1
chr6	940	94000000	95000000	1000000	-1
chr6	941	95000000	96000000	1000000	-1
chr6	942	96000000	97000000	1000000	-1
chr6	943	97000000	98000000	1000000	-1
chr6	944	98000000	99000000	1000000	-1
chr6	945	99000000	100000000	1000000	-1
chr6	946	100000000	101000000	1000000	-1
chr6	947	101000000	102000000	1000000	-1
chr6	948	102000000	103000000	1000000	-1
chr6	949	103000000	104000000	1000000	-1
chr6	950	104000000	105000000	1000000	-1
chr6	951	105000000	106000000	1000000	-1
chr6	952	106000000	107000000	1000000	-1
chr6	953	107000000	108000000	1000000	-1
chr6	954	108000000	109000000	1000000	-1
chr6	955	109000000	110000000	1000000	-1
chr6	956	110000000	111000000	1000000	-1
chr6	957	111000000	112000000	1000000	-1
chr6	958	112000000	113000000	1000000	-1
chr6	959	113000000	114000000	1000000	-1
chr6	960	114000000	115000000	1000000	-1
chr6	961	115000000	116000000	1000000	-1
chr6	962	116000000	117000000	1000000	-1
chr6	963	117000000	118000000	1000000	-1
chr6	964	118000000	119000000	1000000	-1
chr6	965	119000000	120000000	1000000	-1
chr6	966	120000000	121000000	1000000	-1
chr6	967	121000000	122000000	1000000	-1
chr6	968	122000000	123000000	1000000	-1
chr6	969	123000000	124000000	1000000	-1
chr6	970	124000000	125000000	1000000	-1
chr6	971	125000000	126000000	1000000	-1
chr6	972	126000000	127000000	1000000	-1
chr6	973	127000000	128000000	1000000	-1
chr6	974	128000000	129000000	1000000	-1
chr6	975	129000000	130000000	1000000	-1
chr6	976	130000000	131000000	1000000	-1
chr6	977	131000000	132000000	1000000	-1
chr6	978	132000000	133000000	1000000	-1
chr6	979	133000000	134000000	1000000	-1
chr6	980	134000000	135000000	1000000	-1
chr6	981	135000000	136000000	1000000	-1
chr6	982	136000000	137000000	1000000	-1
chr6	983	137000000	138000000	1000000	-1
chr6	984	138000000	139000000	1000000	-1
chr6	985	139000000	140000000	1000000	-1
chr6	986	140000000	141000000	1000000	-1
chr6	987	141000000	142000000	1000000	-1
chr6	988	142000000	143000000	1000000	-1
chr6	989	143000000	144000000	1000000	-1
chr6	990	144000000	145000000	1000000	-1
chr6	991	145000000	146000000	1000000	-1
chr6	992	146000000	147000000	1000000	-1
chr6	993	147000000	148000000	1000000	-1
chr6	994	148000000	149000000	1000000	-1
chr6	995	149000000	149736546	736546	-1
chr7	996	0	1000000	1000000	-1
chr7	997	1000000	2000000	1000000	-1
chr7	998	2000000	3000000	1000000	-1
chr7	999	3000000	4000000	1000000	-1
chr7	1000	4000000	5000000	1000000	-1
chr7	1001	5000000	6000000	1000000	-1
chr7	1002	6000000	7000000	1000000	-1
chr7	1003	7000000	8000000	1000000	-1
chr7	1004	8000000	9000000	1000000	-1
chr7	1005	9000000	10000000	1000000	-1
chr7	1006	10000000	11000000	1000000	-1
chr7	1007	11000000	12000000	1000000	-1
chr7	1008	12000000	13000000	1000000	-1
chr7	1009	13000000	14000000	1000000	-1
chr7	1010	14000000	15000000	1000000	-1
chr7	1011	15000000	16000000	1000000	-1
chr7	1012	16000000	17000000	1000000	-1
chr7	1013	17000000	18000000	1000000	-1
chr7	1014	18000000	19000000	1000000	-1
chr7	1015	19000000	20000000	1000000	-1
chr7	1016	20000000	21000000	1000000	-1
chr7	1017	21000000	22000000	1000000	-1
chr7	1018	22000000	23000000	1000000	-1
chr7	1019	23000000	24000000	1000000	-1
chr7	1020	24000000	25000000	1000000	-1
chr7	1021	25000000	26000000	1000000	-1
chr7	1022	26000000	27000000	1000000	-1
chr7	1023	27000000	28000000	1000000	-1
chr7	1024	28000000	29000000	1000000	-1
chr7	1025	29000000	30000000	1000000	-1
chr7	1026	30000000	31000000	1000000	-1
chr7	1027	31000000	32000000	1000000	-1
chr7	1028	32000000	33000000	1000000	-1
chr7	1029	33000000	34000000	1000000	-1
chr7	1030	34000000	35000000	1000000	-1
chr7	1031	35000000	36000000	1000000	-1
chr7	1032	36000000	37000000	1000000	-1
chr7	1033	37000000	38000000	1000000	-1
chr7	1034	38000000	39000000	1000000	-1
chr7	1035	39000000	40000000	1000000	-1
chr7	1036	40000000	41000000	1000000	-1
chr7	1037	41000000	42000000	1000000	-1
chr7	1038	42000000	43000000	1000000	-1
chr7	1039	43000000	44000000	1000000	-1
chr7	1040	44000000	45000000	1000000	-1
chr7	1041	45000000	46000000	1000000	-1
chr7	1042	46000000	47000000	1000000	-1
chr7	1043	47000000	48000000	1000000	-1
chr7	1044	48000000	49000000	1000000	-1
chr7	1045	49000000	50000000	1000000	-1
chr7	1046	50000000	51000000	1000000	-1
chr7	1047	51000000	52000000	1000000	-1
chr7	1048	52000000	53000000	1000000	-1
chr7	1049	53000000	54000000	1000000	-1
chr7	1050	54000000	55000000	1000000	-1
chr7	1051	55000000	56000000	1000000	-1
chr7	1052	56000000	57000000	1000000	-1
chr7	1053	57000000	58000000	1000000	-1
chr7	1054	58000000	59000000	1000000	-1
chr7	1055	59000000	60000000	1000000	-1
chr7	1056	60000000	61000000	1000000	-1
chr7	1057	61000000	62000000	1000000	-1
chr7	1058	62000000	63000000	1000000	-1
chr7	1059	63000000	64000000	1000000	-1
chr7	1060	64000000	65000000	1000000	-1
chr7	1061	65000000	66000000	1000000	-1
chr7	1062	66000000	67000000	1000000	-1
chr7	1063	67000000	68000000	1000000	-1
chr7	1064	68000000	69000000	1000000	-1
chr7	1065	69000000	70000000	1000000	-1
chr7	1066	70000000	71000000	1000000	-1
chr7	1067	71000000	72000000	1000000	-1
chr7	1068	72000000	73000000	1000000	-1
chr7	1069	73000000	74000000	1000000	-1
chr7	1070	74000000	75000000	1000000	-1
chr7	1071	75000000	76000000	1000000	-1
chr7	1072	76000000	77000000	1000000	-1
chr7	1073	77000000	78000000	1000000	-1
chr7	1074	78000000	79000000	1000000	-1
chr7	1075	79000000	80000000	1000000	-1
chr7	1076	80000000	81000000	1000000	-1
chr7	1077	81000000	82000000	1000000	-1
chr7	1078	82000000	83000000	1000000	-1
chr7	1079	83000000	84000000	1000000	-1
chr7	1080	84000000	85000000	1000000	-1
chr7	1081	85000000	86000000	1000000	-1
chr7	1082	86000000	87000000	1000000	-1
chr7	1083	87000000	88000000	1000000	-1
chr7	1084	88000000	89000000	1000000	-1
chr7	1085	89000000	90000000	1000000	-1
chr7	1086	90000000	91000000	1000000	-1
chr7	1087	91000000	92000000	1000000	-1
chr7	1088	92000000	93000000	1000000	-1
chr7	1089	93000000	94000000	1000000	-1
chr7	1090	94000000	95000000	1000000	-1
chr7	1091	95000000	96000000	1000000	-1
chr7	1092	96000000	97000000	1000000	-1
chr7	1093	97000000	98000000	1000000	-1
chr7	1094	98000000	99000000	1000000	-1
chr7	1095	99000000	100000000	1000000	-1
chr7	1096	100000000	101000000	1000000	-1
chr7	1097	101000000	102000000	1000000	-1
chr7	1098	102000000	103000000	1000000	-1
chr7	1099	103000000	104000000	1000000	-1
chr7	1100	104000000	105000000	1000000	-1
chr7	1101	105000000	106000000	1000000	-1
chr7	1102	106000000	107000000	1000000	-1
chr7	1103	107000000	108000000	1000000	-1
chr7	1104	108000000	109000000	1000000	-1
chr7	1105	109000000	110000000	1000000	-1
chr7	1106	110000000	111000000	1000000	-1
chr7	1107	111000000	112000000	1000000	-1
chr7	1108	112000000	113000000	1000000	-1
chr7	1109	113000000	114000000	1000000	-1
chr7	1110	114000000	115000000	1000000	-1
chr7	1111	115000000	116000000	1000000	-1
chr7	1112	116000000	117000000	1000000	-1
chr7	1113	117000000	118000000	1000000	-1
chr7	1114	118000000	119000000	1000000	-1
chr7	1115	119000000	120000000	1000000	-1
chr7	1116	120000000	121000000	1000000	-1
chr7	1117	121000000	122000000	1000000	-1
chr7	1118	122000000	123000000	1000000	-1
chr7	1119	123000000	124000000	1000000	-1
chr7	1120	124000000	125000000	1000000	-1
chr7	1121	125000000	126000000	1000000	-1
chr7	1122	126000000	127000000	1000000	-1
chr7	1123	127000000	128000000	1000000	-1
chr7	1124	128000000	129000000	1000000	-1
chr7	1125	129000000	130000000	1000000	-1
chr7	1126	130000000	131000000	1000000	-1
chr7	1127	131000000	132000000	1000000	-1
chr7	1128	132000000	133000000	1000000	-1
chr7	1129	133000000	134000000	1000000	-1
chr7	1130	134000000	135000000	1000000	-1
chr7	1131	135000000	136000000	1000000	-1
chr7	1132	136000000	137000000	1000000	-1
chr7	1133	137000000	138000000	1000000	-1
chr7	1134	138000000	139000000	1000000	-1
chr7	1135	139000000	140000000	1000000	-1
chr7	1136	140000000	141000000	1000000	-1
chr7	1137	141000000	142000000	1000000	-1
chr7	1138	142000000	143000000	1000000	-1
chr7	1139	143000000	144000000	1000000	-1
chr7	1140	144000000	145441459	1441459	-1
chr8	1141	0	1000000	1000000	-1
chr8	1142	1000000	2000000	1000000	-1
chr8	1143	2000000	3000000	1000000	-1
chr8	1144	3000000	4000000	1000000	-1
chr8	1145	4000000	5000000	1000000	-1
chr8	1146	5000000	6000000	1000000	-1
chr8	1147	6000000	7000000	1000000	-1
chr8	1148	7000000	8000000	1000000	-1
chr8	1149	8000000	9000000	1000000	-1
chr8	1150	9000000	10000000	1000000	-1
chr8	1151	10000000	11000000	1000000	-1
chr8	1152	11000000	12000000	1000000	-1
chr8	1153	12000000	13000000	1000000	-1
chr8	1154	13000000	14000000	1000000	-1
chr8	1155	14000000	15000000	1000000	-1
chr8	1156	15000000	16000000	1000000	-1
chr8	1157	16000000	17000000	1000000	-1
chr8	1158	17000000	18000000	1000000	-1
chr8	1159	18000000	19000000	1000000	-1
chr8	1160	19000000	20000000	1000000	-1
chr8	1161	20000000	21000000	1000000	-1
chr8	1162	21000000	22000000	1000000	-1
chr8	1163	22000000	23000000	1000000	-1
chr8	1164	23000000	24000000	1000000	-1
chr8	1165	24000000	25000000	1000000	-1
chr8	1166	25000000	26000000	1000000	-1
chr8	1167	26000000	27000000	1000000	-1
chr8	1168	27000000	28000000	1000000	-1
chr8	1169	28000000	29000000	1000000	-1
chr8	1170	29000000	30000000	1000000	-1
chr8	1171	30000000	31000000	1000000	-1
chr8	1172	31000000	32000000	1000000	-1
chr8	1173	32000000	33000000	1000000	-1
chr8	1174	33000000	34000000	1000000	-1
chr8	1175	34000000	35000000	1000000	-1
chr8	1176	35000000	36000000	1000000	-1
chr8	1177	36000000	37000000	1000000	-1
chr8	1178	37000000	38000000	1000000	-1
chr8	1179	38000000	39000000	1000000	-1
chr8	1180	39000000	40000000	1000000	-1
chr8	1181	40000000	41000000	1000000	-1
chr8	1182	41000000	42000000	1000000	-1
chr8	1183	42000000	43000000	1000000	-1
chr8	1184	43000000	44000000	1000000	-1
chr8	1185	44000000	45000000	1000000	-1
chr8	1186	45000000	46000000	1000000	-1
chr8	1187	46000000	47000000	1000000	-1
chr8	1188	47000000	48000000	1000000	-1
chr8	1189	48000000	49000000	1000000	-1
chr8	1190	49000000	50000000	1000000	-1
chr8	1191	50000000	51000000	1000000	-1
chr8	1192	51000000	52000000	1000000	-1
chr8	1193	52000000	53000000	1000000	-1
chr8	1194	53000000	54000000	1000000	-1
chr8	1195	54000000	55000000	1000000	-1
chr8	1196	55000000	56000000	1000000	-1
chr8	1197	56000000	57000000	1000000	-1
chr8	1198	57000000	58000000	1000000	-1
chr8	1199	58000000	59000000	1000000	-1
chr8	1200	59000000	60000000	1000000	-1
chr8	1201	60000000	61000000	1000000	-1
chr8	1202	61000000	62000000	1000000	-1
chr8	1203	62000000	63000000	1000000	-1
chr8	1204	63000000	64000000	1000000	-1
chr8	1205	64000000	65000000	1000000	-1
chr8	1206	65000000	66000000	1000000	-1
chr8	1207	66000000	67000000	1000000	-1
chr8	1208	67000000	68000000	1000000	-1
chr8	1209	68000000	69000000	1000000	-1
chr8	1210	69000000	70000000	1000000	-1
chr8	1211	70000000	71000000	1000000	-1
chr8	1212	71000000	72000000	1000000	-1
chr8	1213	72000000	73000000	1000000	-1
chr8	1214	73000000	74000000	1000000	-1
chr8	1215	74000000	75000000	1000000	-1
chr8	1216	75000000	76000000	1000000	-1
chr8	1217	76000000	77000000	1000000	-1
chr8	1218	77000000	78000000	1000000	-1
chr8	1219	78000000	79000000	1000000	-1
chr8	1220	79000000	80000000	1000000	-1
chr8	1221	80000000	81000000	1000000	-1
chr8	1222	81000000	82000000	1000000	-1
chr8	1223	82000000	83000000	1000000	-1
chr8	1224	83000000	84000000	1000000	-1
chr8	1225	84000000	85000000	1000000	-1
chr8	1226	85000000	86000000	1000000	-1
chr8	1227	86000000	87000000	1000000	-1
chr8	1228	87000000	88000000	1000000	-1
chr8	1229	88000000	89000000	1000000	-1
chr8	1230	89000000	90000000	1000000	-1
chr8	1231	90000000	91000000	1000000	-1
chr8	1232	91000000	92000000	1000000	-1
chr8	1233	92000000	93000000	1000000	-1
chr8	1234	93000000	94000000	1000000	-1
chr8	1235	94000000	95000000	1000000	-1
chr8	1236	95000000	96000000	1000000	-1
chr8	1237	96000000	97000000	1000000	-1
chr8	1238	97000000	98000000	1000000	-1
chr8	1239	98000000	99000000	1000000	-1
chr8	1240	99000000	100000000	1000000	-1
chr8	1241	100000000	101000000	1000000	-1
chr8	1242	101000000	102000000	1000000	-1
chr8	1243	102000000	103000000	1000000	-1
chr8	1244	103000000	104000000	1000000	-1
chr8	1245	104000000	105000000	1000000	-1
chr8	1246	105000000	106000000	1000000	-1
chr8	1247	106000000	107000000	1000000	-1
chr8	1248	107000000	108000000	1000000	-1
chr8	1249	108000000	109000000	1000000	-1
chr8	1250	109000000	110000000	1000000	-1
chr8	1251	110000000	111000000	1000000	-1
chr8	1252	111000000	112000000	1000000	-1
chr8	1253	112000000	113000000	1000000	-1
chr8	1254	113000000	114000000	1000000	-1
chr8	1255	114000000	115000000	1000000	-1
chr8	1256	115000000	116000000	1000000	-1
chr8	1257	116000000	117000000	1000000	-1
chr8	1258	117000000	118000000	1000000	-1
chr8	1259	118000000	119000000	1000000	-1
chr8	1260	119000000	120000000	1000000	-1
chr8	1261	120000000	121000000	1000000	-1
chr8	1262	121000000	122000000	1000000	-1
chr8	1263	122000000	123000000	1000000	-1
chr8	1264	123000000	124000000	1000000	-1
chr8	1265	124000000	125000000	1000000	-1
chr8	1266	125000000	126000000	1000000	-1
chr8	1267	126000000	127000000	1000000	-1
chr8	1268	127000000	128000000	1000000	-1
chr8	1269	128000000	129401213	1401213	-1
chr9	1270	0	1000000	1000000	-1
chr9	1271	1000000	2000000	1000000	-1
chr9	1272	2000000	3000000	1000000	-1
chr9	1273	3000000	4000000	1000000	-1
chr9	1274	4000000	5000000	1000000	-1
chr9	1275	5000000	6000000	1000000	-1
chr9	1276	6000000	7000000	1000000	-1
chr9	1277	7000000	8000000	1000000	-1
chr9	1278	8000000	9000000	1000000	-1
chr9	1279	9000000	10000000	1000000	-1
chr9	1280	10000000	11000000	1000000	-1
chr9	1281	11000000	12000000	1000000	-1
chr9	1282	12000000	13000000	1000000	-1
chr9	1283	13000000	14000000	1000000	-1
chr9	1284	14000000	15000000	1000000	-1
chr9	1285	15000000	16000000	1000000	-1
chr9	1286	16000000	17000000	1000000	-1
chr9	1287	17000000	18000000	1000000	-1
chr9	1288	18000000	19000000	1000000	-1
chr9	1289	19000000	20000000	1000000	-1
chr9	1290	20000000	21000000	1000000	-1
chr9	1291	21000000	22000000	1000000	-1
chr9	1292	22000000	23000000	1000000	-1
chr9	1293	23000000	24000000	1000000	-1
chr9	1294	24000000	25000000	1000000	-1
chr9	1295	25000000	26000000	1000000	-1
chr9	1296	26000000	27000000	1000000	-1
chr9	1297	27000000	28000000	1000000	-1
chr9	1298	28000000	29000000	1000000	-1
chr9	1299	29000000	30000000	1000000	-1
chr9	1300	30000000	31000000	1000000	-1
chr9	1301	31000000	32000000	1000000	-1
chr9	1302	32000000	33000000	1000000	-1
chr9	1303	33000000	34000000	1000000	-1
chr9	1304	34000000	35000000	1000000	-1
chr9	1305	35000000	36000000	1000000	-1
chr9	1306	36000000	37000000	1000000	-1
chr9	1307	37000000	38000000	1000000	-1
chr9	1308	38000000	39000000	1000000	-1
chr9	1309	39000000	40000000	1000000	-1
chr9	1310	40000000	41000000	1000000	-1
chr9	1311	41000000	42000000	1000000	-1
chr9	1312	42000000	43000000	1000000	-1
chr9	1313	43000000	44000000	1000000	-1
chr9	1314	44000000	45000000	1000000	-1
