component	configuration	chromosome	n_contacts	exact_top1_accuracy	same_cross_accuracy	exact_log_loss	same_cross_log_loss	structure_metric	truth_used_in_inference	n_bins	geometry_selected_copy_flip_eval_only	procrustes_rmsd	rigid_rmsd	distance_pearson	distance_spearman	copy0_distance_spearman	copy1_distance_spearman	chromosome_shape_preservation	homolog_separation_spearman	truth_mean_homolog_separation	reconstruction_mean_homolog_separation
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.3957954952136449	1.5933635498690084	0.8532205916607709	0.88412038625694	0.8772281071385102	0.9084565950916824	0.8928423511150962	0.8427779117434291	3.731962133756854	1.3090466526609188
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.7301839299409	2.3912462624281137	0.836301400276014	0.8845723522539809	0.8503292930540356	0.856288647268245	0.8533089701611403	0.7638822746859726	5.803121767748979	1.3473375660934084
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1082980257123478	1.1726658172718636	0.7692737830127006	0.8154712776170387	0.8498149596720154	0.8349159138996487	0.842365436785832	0.471513916865043	2.6329997603466198	1.1346204584829638
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr8	27006						ORACLE_CONTACT_PHASE	123	0	2.115360821184818	2.7646039637218256	0.718925865330093	0.6977688312960492	0.3277973861662717	0.3933475497404003	0.360572467953336	0.11599876178560833	6.495334498475698	1.4087518380494113
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr9	24952						ORACLE_CONTACT_PHASE	119	0	1.2338092940581085	1.528611836995493	0.7744071940387312	0.762875133179183	0.20719778901014174	0.2389204460917831	0.22305911755096242	0.02834354080615297	4.023184886894652	1.58753631033698
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr10	27600						ORACLE_CONTACT_PHASE	126	0	1.328812599608686	1.5645233788392525	0.6759552166511162	0.6862972419805633	0.2665474641404191	0.29124529524243453	0.2788963796914268	-0.43320284964379463	3.6946351038830856	1.1980677627890008
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.8505332396246943	2.366392849754986	0.6755087217788385	0.6877663116547942	0.853193381817109	0.9247734787187064	0.8889834302679077	-0.5175188719555619	5.534188098976351	1.2584308608973196
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr12	23349						ORACLE_CONTACT_PHASE	110	1	1.0761792786471622	1.512217058505321	0.8914603903831577	0.7848025568379804	0.8549040453967898	0.8456225766873232	0.8502633110420565	-0.6820503572797151	4.574505781304217	6.482452499819558
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.1622039745721255	1.3312467375357646	0.7316609474564973	0.7175625110827518	0.8904521777934126	0.919764458023077	0.9051083179082449	-0.4305259830993413	3.0054946940731604	1.211903601219641
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.809424183351755	0.9349129868586284	0.8681856623523404	0.8710699353408886	0.8985222034706768	0.8576142781255532	0.8780682407981151	0.5516114588394448	2.273459095776463	1.1143446867451117
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr15	19479						ORACLE_CONTACT_PHASE	98	1	1.0213567681707636	1.6699094685523845	0.9676570891410107	0.8761655980166838	0.8210605838565674	0.8826463058010882	0.8518534448288277	0.11979037163131417	6.686432218307816	3.8576519792559223
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr16	19091						ORACLE_CONTACT_PHASE	93	1	0.9653812978835125	1.1158060201003526	0.8719098220978507	0.8614059166432444	0.7542937388336733	0.8432976239887512	0.7987956814112123	0.028945719316045473	3.651806956150784	2.149170202689627
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.834008640144404	2.042527980605501	0.6252797289457699	0.6846840169870879	0.7584840102823437	0.8684262035241586	0.8134551069032512	-0.09836567926455568	4.559739804693844	1.0978920206543004
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.5857018703771888	2.123416698350491	0.8270626079722352	0.8410406295844997	0.8828057684306738	0.8393942511848801	0.861100009807777	0.35124298315958297	5.168035568424954	1.2446449056413826
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.8278815513532639	0.9297776899937882	0.8466146844319763	0.8681475769442196	0.7527146275572485	0.8498748563993077	0.8012947419782781	0.6831031406687379	2.472525575658439	1.1872031316577991
057B_oracle_phase_mstep	native_hickit_cis_only_seed17	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.4605414341783818	1.5906458760991296	0.8666221447925795	0.8224464272743095	0.8615804831905066	0.8521666491874491	0.8568735661889779	0.5690847627890993	5.274803494479048	3.1975633540173205
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr1	37429						ORACLE_CONTACT_PHASE	188	1	0.33845805454666467	1.0745979401703938	0.985865732971041	0.9842720377644979	0.9456810144974185	0.9366300085498227	0.9411555115236205	0.9301616197736347	3.975564899780627	2.0700099364598996
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr2	31932						ORACLE_CONTACT_PHASE	173	1	0.30625886154891163	1.4117435942127257	0.9933119058664812	0.9849229262906327	0.9342034257057483	0.9308349984992451	0.9325192121024968	0.9673459076349714	6.042579669823618	3.409402968417143
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr3	30400						ORACLE_CONTACT_PHASE	156	1	0.3137246066881216	1.1612612871611252	0.9896607042807608	0.9834459642464213	0.906753812477025	0.9295771416034817	0.9181654770402534	0.9386891308814463	4.480606580432087	2.3222679517599945
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr4	29099						ORACLE_CONTACT_PHASE	147	1	0.33089406773023367	1.6082992567230066	0.9952796950935956	0.981613961496289	0.9471994733230872	0.9221273329941106	0.934663403158599	0.8912005379715751	7.148508384531847	4.121533920801125
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr5	30214						ORACLE_CONTACT_PHASE	144	1	0.32867686987731576	1.1230727731275707	0.9856264823811317	0.9843693443149913	0.9416748976774781	0.9438597349140804	0.9427673162957793	0.97686681134957	3.731962133756854	1.7793830406143682
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr6	29749						ORACLE_CONTACT_PHASE	146	1	0.29730235778890807	1.4558154837109454	0.9948418165398524	0.9829499980448158	0.9259084069215755	0.894767117067734	0.9103377619946548	0.954313477871073	5.803121767748979	3.0460300813364274
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr7	26870						ORACLE_CONTACT_PHASE	128	1	0.3278753185827266	0.8598800265001626	0.9653454155876692	0.963397566140717	0.9387040435567986	0.9198983278890897	0.9293011857229441	0.9450363944332539	2.6329997603466198	1.1959501841915285
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr8	27006						ORACLE_CONTACT_PHASE	123	1	0.35312387019529523	1.6325591724593114	0.9920525296418057	0.9718589100259253	0.9135158046871013	0.9550822255676453	0.9342990151273733	0.8657956172369762	6.495334498475698	3.3819184014641213
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr9	24952						ORACLE_CONTACT_PHASE	119	1	0.2803158113294024	1.0415693209228252	0.9898036959385086	0.9823298434007784	0.9125145947415111	0.9347787228308011	0.923646658786156	0.9417817974647487	4.023184886894652	2.188854752825063
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr10	27600						ORACLE_CONTACT_PHASE	126	1	0.29201682216365926	1.0400215432122988	0.985659325561518	0.98346037002465	0.9198020464925788	0.9560295049702775	0.9379157757314281	0.9066636670416198	3.6946351038830856	1.882083997347899
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr11	26371						ORACLE_CONTACT_PHASE	119	1	0.3191172693505208	1.3944495420018765	0.9931872917153663	0.9814014336907331	0.9248072471387714	0.943116862795054	0.9339620549669128	0.9454066372311637	5.534188098976351	2.957734825255956
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr12	23349						ORACLE_CONTACT_PHASE	110	1	0.29453582417035373	1.1822344078108384	0.9893671276797917	0.982996796675845	0.9397098004530481	0.9034497114115942	0.9215797559323211	0.9538173703311318	4.574505781304217	2.4401872135004137
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr13	25500						ORACLE_CONTACT_PHASE	113	1	0.2841445952650743	0.9479680544207121	0.9810210538057831	0.9805703688701805	0.9524427293023482	0.9524948082253332	0.9524687687638407	0.955486060283452	3.0054946940731604	1.5295826530447982
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.322205698189991	0.7790547222660021	0.9467646967528796	0.9473890965722949	0.9289199863378443	0.9107070749034194	0.9198135306206319	0.8585269656177655	2.273459095776463	1.0382258268479398
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.3173206058588552	1.6159987779888914	0.9952594097374283	0.9761297470486514	0.9222984161831101	0.9244107808778254	0.9233545985304678	0.9375832807349743	6.686432218307816	3.5973722277661726
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr16	19091						ORACLE_CONTACT_PHASE	93	1	0.3166801952008834	1.0585796326921513	0.9801531619485226	0.9728829799322012	0.86022348735187	0.9071079402590088	0.8836657138054393	0.8639252782668376	3.651806956150784	1.7199608521528091
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr17	17330						ORACLE_CONTACT_PHASE	89	1	0.37468241572910727	1.3015308296881818	0.9902423886844631	0.9822630115573424	0.8416939736413154	0.9394258457017209	0.8905599096715182	0.9802689819543754	4.559739804693844	2.149450265597872
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr18	19918						ORACLE_CONTACT_PHASE	87	1	0.2651912068998922	1.2916207589383741	0.9943878115704661	0.9741136147896483	0.9161546344689873	0.8857917675039327	0.9009732009864599	0.8884960268280236	5.168035568424954	2.7008511726259026
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.2790166764236264	0.6577740182358158	0.9676759332188504	0.96568734705877	0.8145555700612261	0.922001224147764	0.8682783971044951	0.8967670491248578	2.472525575658439	1.3632321613445972
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed17	chrX	13693						ORACLE_CONTACT_PHASE	122	1	0.5261824884805498	1.4041897807399637	0.9837664749233155	0.974010942856688	0.910962441127996	0.8833942983840561	0.897178369756026	0.9133173177010185	5.274803494479048	2.7630275092059127
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr1	37429						ORACLE_CONTACT_PHASE	188	1	1.2680716038172897	1.5646372003981321	0.7461961580989543	0.7941165861249049	0.922588129389422	0.9194523634087924	0.9210202463991073	0.1471121008042159	3.975564899780627	1.355068639129302
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.8357592852726061	2.4799265304499447	0.7801566612966092	0.84318649293175	0.9087309243110703	0.9022066359626779	0.9054687801368742	0.4900895096207778	6.042579669823618	1.4716610070592764
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr3	30400						ORACLE_CONTACT_PHASE	156	1	1.1543994610391584	1.5478178924208585	0.9261224906493115	0.9380021367477951	0.8556398819159452	0.9035036524529911	0.8795717671844682	0.6592309272810608	4.480606580432087	1.8616213715172722
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr4	29099						ORACLE_CONTACT_PHASE	147	1	2.2129149242106267	3.085346066200249	0.7093874019936884	0.7505972939473246	0.8996477682858686	0.9048350455210453	0.902241406903457	-0.20556634353111847	7.148508384531847	1.2815179839635744
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.3957954952136447	1.5933635498690082	0.8532205916607709	0.88412038625694	0.8772281071385102	0.9084565950916824	0.8928423511150962	0.8427779117434291	3.731962133756854	1.3090466526609188
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.7301839299409005	2.3912462624281137	0.8363014002760137	0.8845723522539809	0.8503292930540356	0.856288647268245	0.8533089701611403	0.7638822746859726	5.803121767748979	1.3473375660934082
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1082980257123478	1.1726658172718638	0.7692737830127008	0.8154712776170387	0.8498149596720154	0.8349159138996487	0.842365436785832	0.471513916865043	2.6329997603466198	1.1346204584829638
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr8	27006						ORACLE_CONTACT_PHASE	123	0	2.115360821184818	2.7646039637218256	0.7189258653300932	0.6977688312960492	0.3277973861662717	0.3933475497404003	0.360572467953336	0.11599876178560833	6.495334498475698	1.4087518380494113
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr9	24952						ORACLE_CONTACT_PHASE	119	0	1.2338092940581087	1.5286118369954933	0.7744071940387309	0.762875133179183	0.20719778901014174	0.2389204460917831	0.22305911755096242	0.02834354080615297	4.023184886894652	1.58753631033698
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr10	27600						ORACLE_CONTACT_PHASE	126	0	1.328812599608686	1.564523378839252	0.6759552166511162	0.6862972419805633	0.2665474641404191	0.29124529524243453	0.2788963796914268	-0.43320284964379463	3.6946351038830856	1.198067762789001
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.8505332396246938	2.3663928497549858	0.6755087217788384	0.6877663116547942	0.853193381817109	0.9247734787187064	0.8889834302679077	-0.5175188719555619	5.534188098976351	1.2584308608973198
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr12	23349						ORACLE_CONTACT_PHASE	110	1	1.0761792786471625	1.51221705850532	0.8914603903831577	0.7848025568379804	0.8549040453967898	0.8456225766873232	0.8502633110420565	-0.6820503572797151	4.574505781304217	6.482452499819558
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.1622039745721253	1.3312467375357644	0.7316609474564972	0.7175625110827518	0.8904521777934126	0.919764458023077	0.9051083179082449	-0.4305259830993413	3.0054946940731604	1.211903601219641
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.809424183351755	0.9349129868586284	0.8681856623523404	0.8710699353408886	0.8985222034706768	0.8576142781255532	0.8780682407981151	0.5516114588394448	2.273459095776463	1.1143446867451117
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr15	19479						ORACLE_CONTACT_PHASE	98	1	1.0213567681707636	1.6699094685523845	0.9676570891410108	0.8761655980166838	0.8210605838565674	0.8826463058010882	0.8518534448288277	0.11979037163131417	6.686432218307816	3.857651979255921
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr16	19091						ORACLE_CONTACT_PHASE	93	1	0.9653812978835125	1.1158060201003526	0.8719098220978505	0.8614059166432444	0.7542937388336733	0.8432976239887512	0.7987956814112123	0.028945719316045473	3.651806956150784	2.1491702026896276
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.8340086401444038	2.042527980605501	0.6252797289457701	0.6846840169870879	0.7584840102823437	0.8684262035241586	0.8134551069032512	-0.09836567926455568	4.559739804693844	1.0978920206543001
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.585701870377189	2.123416698350491	0.8270626079722351	0.8410406295844997	0.8828057684306738	0.8393942511848801	0.861100009807777	0.35124298315958297	5.168035568424954	1.2446449056413829
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.8278815513532639	0.9297776899937882	0.8466146844319763	0.8681475769442196	0.7527146275572485	0.8498748563993077	0.8012947419782781	0.6831031406687379	2.472525575658439	1.1872031316577991
057B_oracle_phase_mstep	experimental_fixed_cis_rigid_trans_placement_seed17	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.4605414341783822	1.5906458760991293	0.8666221447925793	0.8224464272743095	0.8615804831905066	0.8521666491874491	0.8568735661889779	0.5690847627890993	5.274803494479048	3.197563354017321
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr1	37429						ORACLE_CONTACT_PHASE	188	0	1.5846065068927406	1.7098462824187515	0.6777023297582891	0.6956593434406378	0.3409793859014296	0.3415700166979789	0.3412747012997043	0.1120231458153861	3.975564899780627	1.3477402736567998
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.8499725455384786	2.4835225842180657	0.7904254675539226	0.8535667065036261	0.8950616525549303	0.9009547618990428	0.8980082072269866	0.539419462200611	6.042579669823618	1.4738496513513595
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr3	30400						ORACLE_CONTACT_PHASE	156	1	1.0900355823136598	1.5314236727891988	0.914960394642193	0.926225883693434	0.8509123157606492	0.9043514363514056	0.8776318760560273	0.6415198116040522	4.480606580432087	1.8298987518917795
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr4	29099						ORACLE_CONTACT_PHASE	147	1	2.3232674607012225	3.0935773361304433	0.6959350555378361	0.7056675797078681	0.8946373024431543	0.8994763615289486	0.8970568319860515	-0.5406085425654897	7.148508384531847	1.3355168671424325
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr5	30214						ORACLE_CONTACT_PHASE	144	1	1.4115179493487613	1.6009008530561295	0.8488103898684218	0.8818030054337822	0.8807200474210292	0.9090822265550514	0.8949011369880403	0.8262519090105298	3.731962133756854	1.2996225948594113
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.6138397665289996	2.3847613780786734	0.8385285701807532	0.8864575967053379	0.8502112326906689	0.8521357818437831	0.851173507267226	0.5450281009900418	5.803121767748979	1.319902263298025
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr7	26870						ORACLE_CONTACT_PHASE	128	1	1.1080459538429182	1.1741801343359772	0.7633564588105805	0.8110274495165929	0.8421087191685027	0.8342105383303097	0.8381596287494062	0.4626899835195019	2.6329997603466198	1.133191529705925
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr8	27006						ORACLE_CONTACT_PHASE	123	1	2.0753508222571786	2.746924381316526	0.7539963693321864	0.778679784090679	0.834174385723738	0.8780618594714229	0.8561181225975805	0.10564161432201315	6.495334498475698	1.3855209814110239
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr9	24952						ORACLE_CONTACT_PHASE	119	0	0.9946156906103304	1.0862764470216952	0.8949612218008853	0.8078131937955424	0.20504784947299043	0.24079438968749955	0.222921119580245	0.08686084603332858	4.023184886894652	2.900915202513019
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr10	27600						ORACLE_CONTACT_PHASE	126	1	1.3569691292547421	1.5835923441870192	0.6788920486621135	0.714611143906119	0.8488391370597342	0.9122712787099618	0.880555207884848	-0.44950881139857524	3.6946351038830856	1.1381604652842572
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr11	26371						ORACLE_CONTACT_PHASE	119	1	1.7318245425820296	2.279954435783945	0.7281660762366751	0.7534692685311063	0.8830623322854688	0.9239870572489916	0.9035246947672302	-0.13880501353083607	5.534188098976351	1.490292146059611
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr12	23349						ORACLE_CONTACT_PHASE	110	0	1.6520704377956705	1.9014151753368294	0.6468243242445526	0.651588790812828	0.08221432547435815	0.07465717579677345	0.07843575063556579	-0.5232333250681874	4.574505781304217	1.5350718267863201
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr13	25500						ORACLE_CONTACT_PHASE	113	1	1.4983418274679225	1.5216240954552538	0.6743485159110565	0.6962572033381995	0.8886733349868093	0.9175814422083235	0.9031273885975664	-0.4349840308736443	3.0054946940731604	1.3991035985082116
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.7675384548949862	0.9154990424712165	0.8677320040603267	0.8707089417270228	0.8986670085099819	0.8573205600566812	0.8779937842833316	0.555326912267665	2.273459095776463	1.1103057318475666
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.832020797996254	0.8908158630276017	0.9766856923340766	0.8827439831814247	0.8206191471621621	0.8844293606200949	0.8525242538911285	0.1385727674387468	6.686432218307816	5.99729928960846
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr16	19091						ORACLE_CONTACT_PHASE	93	1	1.1736789579932037	1.415493063498279	0.7605931883873888	0.7892877923140043	0.7904226670148524	0.8795578909948755	0.834990279004864	0.10991913103160154	3.651806956150784	1.318196232565743
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr17	17330						ORACLE_CONTACT_PHASE	89	1	1.8291555784451503	2.041400528778391	0.6212294033806877	0.6795455302842976	0.7504492939974058	0.868540147629449	0.8094947208134273	-0.08987061627511067	4.559739804693844	1.1082985660174667
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr18	19918						ORACLE_CONTACT_PHASE	87	1	1.3043483034928773	2.061278578914026	0.8392179488170647	0.8578228712941509	0.8858495508992243	0.8401820063152952	0.8630157786072598	0.5059962090836188	5.168035568424954	1.2571305864697222
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chr19	12853						ORACLE_CONTACT_PHASE	58	1	0.919384379009574	0.984434067102847	0.8515905743451357	0.8728823734258941	0.7573946608595854	0.8766730773535846	0.817033869106585	0.6564643637146638	2.472525575658439	1.1725904292423213
057B_oracle_phase_mstep	native_hickit_cis_only_seed29	chrX	13693						ORACLE_CONTACT_PHASE	122	1	1.6393236619770104	1.6393500370829777	0.7660038638350686	0.7899698918680977	0.8477912889304796	0.8767176007836168	0.8622544448570482	-0.015653242835097364	5.274803494479048	4.15789345724307
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr1	37429						ORACLE_CONTACT_PHASE	188	1	0.9402077963796884	1.1209089769062126	0.9687023021197427	0.9733511526946502	0.9447474350495197	0.9244445437600378	0.9345959894047788	0.839239886799336	3.975564899780627	2.5240459932874013
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr2	31932						ORACLE_CONTACT_PHASE	173	1	1.4246406905889748	1.9842340724025336	0.9491734925217711	0.922739370539368	0.8158066263350844	0.9290980300874154	0.87245232821125	0.6613699468319343	6.042579669823618	2.7408383209219145
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr3	30400						ORACLE_CONTACT_PHASE	156	1	0.9449021922451927	1.3200605241809542	0.9628118555771792	0.9471665237778504	0.8241070757494044	0.8756480475043613	0.8498775616268829	0.5993899258744131	4.480606580432087	2.3441178260262783
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr4	29099						ORACLE_CONTACT_PHASE	147	1	0.8974012896002307	1.6983747613026343	0.9939062114497172	0.9768808877980487	0.9453510355673663	0.9018817168482117	0.923616376207789	0.8803768823338296	7.148508384531847	4.229366557074945
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr5	30214						ORACLE_CONTACT_PHASE	144	1	0.9637405474976267	1.2720141124641124	0.9842194683783665	0.9829905547818351	0.9328219041376345	0.9441550660527948	0.9384884850952147	0.9788923719958202	3.731962133756854	1.822601684361934
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr6	29749						ORACLE_CONTACT_PHASE	146	1	1.0879581047160916	1.6251412793820281	0.9946030354701393	0.9826571163213897	0.929118306469586	0.8948749727351846	0.9119966396023853	0.9515332632816945	5.803121767748979	3.087310741360994
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr7	26870						ORACLE_CONTACT_PHASE	128	1	0.8712759567854287	1.0197976121448749	0.8727860103149343	0.8991793363248439	0.9169438358684608	0.7943708470994276	0.8556573414839442	0.7659940944881889	2.6329997603466198	1.2888957751053827
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr8	27006						ORACLE_CONTACT_PHASE	123	1	1.4516600988382384	2.1121081780642155	0.9398341491613509	0.8789112129147556	0.8869864367898839	0.9417674170450305	0.9143769269174572	0.14605770594987813	6.495334498475698	2.786055997647512
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr9	24952						ORACLE_CONTACT_PHASE	119	1	0.8938604693104526	1.2090005452222221	0.9902389253415833	0.9825847728998203	0.9093478246246087	0.9353942520538147	0.9223710383392116	0.9454208802164934	4.023184886894652	2.1955721891646847
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr10	27600						ORACLE_CONTACT_PHASE	126	1	0.8823543887503702	1.1949998974381484	0.986409319568034	0.9842261120406602	0.9177033141995377	0.9552497826891708	0.9364765484443542	0.9086974128233972	3.6946351038830856	1.893519787022236
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr11	26371						ORACLE_CONTACT_PHASE	119	0	1.1163070557869492	1.52646530265353	0.948091115059271	0.8345414244842156	0.28226013884541007	0.3900000082069652	0.3361300735261876	0.7585885201538244	5.534188098976351	3.2432946733151575
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr12	23349						ORACLE_CONTACT_PHASE	110	1	1.207041591480264	1.565315103309767	0.9116327253094638	0.8764211577788612	0.9366404452057884	0.7090974837362337	0.822868964471011	0.40454883574149625	4.574505781304217	2.121687795985649
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr13	25500						ORACLE_CONTACT_PHASE	113	1	0.7370659373508511	1.0592385809982263	0.967010757503526	0.9667022155060224	0.9162539561134669	0.9502546008060323	0.9332542784597496	0.9413217778960677	3.0054946940731604	1.5771097688343991
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr14	21176						ORACLE_CONTACT_PHASE	108	1	0.9710626854350717	1.0090656381086227	0.9351011233055139	0.9356329578112548	0.9237494312628898	0.9069974605992817	0.9153734459310857	0.8239827755389789	2.273459095776463	1.027784962987919
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr15	19479						ORACLE_CONTACT_PHASE	98	1	0.8546578994660601	1.7112947083616545	0.9937915528295788	0.9670054902941778	0.827074797602678	0.9210786161778675	0.8740767068902727	0.9177297910729426	6.686432218307816	3.617424754578751
057B_oracle_phase_mstep	native_hickit_cis_plus_trans_seed29	chr16	19091						ORACLE_CONTACT_PHASE	93	1	0.8767271724911766	1.1889738198906121	0.98021674961861	0.9724760126659499	0.8584838050600704	0.903118898887698	0.8808013519738842	0.8609710244397359	3.651806956150784	1.7542909486031055
