chr1	chr2	policy	relative_flip	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr2	chr17	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	653	0.306278714	0.516079632	0.301754386	0.131699847
chr2	chr17	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	653	0.306278714	0.516079632	0.301754386	0.131699847
chr2	chr17	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	653	0.306278714	0.516079632	0.301754386	0.131699847
chr2	chr18	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr18	pair_independent_trans_oracle	0	snp_truth_oracle	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr18	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr18	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr18	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr18	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.241197183	0.544014085	0.262458472	0.139084507
chr2	chr19	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	447	0.241610738	0.494407159	0.235955056	0.0469798658
chr2	chr19	pair_independent_trans_oracle	1	snp_truth_oracle	447	0.25950783	0.505592841	0.258426966	0.0514541387
chr2	chr19	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	447	0.241610738	0.494407159	0.235955056	0.0469798658
chr2	chr19	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	447	0.241610738	0.494407159	0.235955056	0.0469798658
chr2	chr19	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	447	0.241610738	0.494407159	0.235955056	0.0469798658
chr2	chr19	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	447	0.241610738	0.494407159	0.235955056	0.0469798658
chr2	chrX	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	735	0.296598639	0.459863946	0.444444444	0.103401361
chr2	chrX	pair_independent_trans_oracle	1	snp_truth_oracle	735	0.337414966	0.540136054	0.280701754	0.0653061224
chr2	chrX	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	735	0.296598639	0.459863946	0.444444444	0.103401361
chr2	chrX	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	735	0.296598639	0.459863946	0.444444444	0.103401361
chr2	chrX	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	735	0.296598639	0.459863946	0.444444444	0.103401361
chr2	chrX	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	735	0.296598639	0.459863946	0.444444444	0.103401361
chr3	chr4	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr4	pair_independent_trans_oracle	0	snp_truth_oracle	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr4	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr4	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr4	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr4	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	870	0.279310345	0.488505747	0.257142857	0.0931034483
chr3	chr5	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	690	0.231884058	0.484057971	0.225225225	0.0362318841
chr3	chr5	pair_independent_trans_oracle	1	snp_truth_oracle	690	0.269565217	0.515942029	0.315315315	0.0507246377
chr3	chr5	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	690	0.231884058	0.484057971	0.225225225	0.0362318841
chr3	chr5	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	690	0.231884058	0.484057971	0.225225225	0.0362318841
chr3	chr5	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	690	0.231884058	0.484057971	0.225225225	0.0362318841
chr3	chr5	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	690	0.231884058	0.484057971	0.225225225	0.0362318841
chr3	chr6	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr6	pair_independent_trans_oracle	0	snp_truth_oracle	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr6	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr6	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr6	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr6	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	683	0.245973646	0.527086384	0.25	0.0234260615
chr3	chr7	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr7	pair_independent_trans_oracle	0	snp_truth_oracle	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr7	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr7	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr7	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr7	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	2113	0.504495977	0.668244203	0.759235669	0.282063417
chr3	chr8	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1041	0.166186359	0.34870317	0.0294117647	0.00480307397
chr3	chr8	pair_independent_trans_oracle	1	snp_truth_oracle	1041	0.361191162	0.65129683	0.552941176	0.0902977906
chr3	chr8	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1041	0.166186359	0.34870317	0.0294117647	0.00480307397
chr3	chr8	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1041	0.166186359	0.34870317	0.0294117647	0.00480307397
chr3	chr8	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1041	0.166186359	0.34870317	0.0294117647	0.00480307397
chr3	chr8	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1041	0.166186359	0.34870317	0.0294117647	0.00480307397
chr3	chr9	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr9	pair_independent_trans_oracle	0	snp_truth_oracle	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr9	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr9	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr9	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr9	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	528	0.261363636	0.517045455	0.263157895	0.00946969697
chr3	chr10	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr10	pair_independent_trans_oracle	0	snp_truth_oracle	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr10	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr10	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr10	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr10	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	665	0.282706767	0.514285714	0.241645244	0.141353383
chr3	chr11	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	772	0.211139896	0.510362694	0.255319149	0.0310880829
chr3	chr11	pair_independent_trans_oracle	1	snp_truth_oracle	772	0.264248705	0.489637306	0.212765957	0.0259067358
chr3	chr11	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	772	0.211139896	0.510362694	0.255319149	0.0310880829
chr3	chr11	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	772	0.211139896	0.510362694	0.255319149	0.0310880829
chr3	chr11	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	772	0.211139896	0.510362694	0.255319149	0.0310880829
chr3	chr11	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	772	0.211139896	0.510362694	0.255319149	0.0310880829
chr3	chr12	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr12	pair_independent_trans_oracle	0	snp_truth_oracle	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr12	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr12	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr12	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr12	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1358	0.277614138	0.455081001	0.289962825	0.114874816
chr3	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1063	0.333019755	0.466603951	0.352017937	0.147695202
chr3	chr13	pair_independent_trans_oracle	1	snp_truth_oracle	1063	0.397930386	0.533396049	0.506726457	0.212605833
chr3	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1063	0.333019755	0.466603951	0.352017937	0.147695202
chr3	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1063	0.333019755	0.466603951	0.352017937	0.147695202
chr3	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1063	0.333019755	0.466603951	0.352017937	0.147695202
chr3	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1063	0.333019755	0.466603951	0.352017937	0.147695202
chr3	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr14	pair_independent_trans_oracle	0	snp_truth_oracle	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	660	0.445454545	0.577272727	0.498452012	0.243939394
chr3	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	607	0.166392092	0.327841845	0.115853659	0.0626029654
chr3	chr15	pair_independent_trans_oracle	1	snp_truth_oracle	607	0.169686985	0.672158155	0.146341463	0.07907743
chr3	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.166392092	0.327841845	0.115853659	0.0626029654
chr3	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.166392092	0.327841845	0.115853659	0.0626029654
chr3	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.166392092	0.327841845	0.115853659	0.0626029654
chr3	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.166392092	0.327841845	0.115853659	0.0626029654
chr3	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	340	0.229411765	0.476470588	0.277777778	0.0735294118
chr3	chr16	pair_independent_trans_oracle	1	snp_truth_oracle	340	0.261764706	0.523529412	0.133333333	0.0352941176
chr3	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	340	0.229411765	0.476470588	0.277777778	0.0735294118
chr3	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	340	0.229411765	0.476470588	0.277777778	0.0735294118
chr3	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	340	0.229411765	0.476470588	0.277777778	0.0735294118
chr3	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	340	0.229411765	0.476470588	0.277777778	0.0735294118
chr3	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	566	0.263250883	0.432862191	0.219653179	0.0671378092
chr3	chr17	pair_independent_trans_oracle	1	snp_truth_oracle	566	0.344522968	0.567137809	0.49132948	0.150176678
chr3	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	566	0.263250883	0.432862191	0.219653179	0.0671378092
chr3	chr17	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	566	0.263250883	0.432862191	0.219653179	0.0671378092
chr3	chr17	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	566	0.263250883	0.432862191	0.219653179	0.0671378092
chr3	chr17	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	566	0.263250883	0.432862191	0.219653179	0.0671378092
chr3	chr18	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr18	pair_independent_trans_oracle	0	snp_truth_oracle	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr18	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr18	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr18	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr18	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	763	0.512450852	0.636959371	0.689873418	0.285714286
chr3	chr19	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chr19	pair_independent_trans_oracle	0	snp_truth_oracle	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chr19	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chr19	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chr19	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chr19	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	464	0.200431034	0.407327586	0.131386861	0.0387931034
chr3	chrX	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	405	0.207407407	0.528395062	0.208333333	0.024691358
chr3	chrX	pair_independent_trans_oracle	1	snp_truth_oracle	405	0.224691358	0.471604938	0.166666667	0.0197530864
chr3	chrX	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	405	0.207407407	0.528395062	0.208333333	0.024691358
chr3	chrX	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	405	0.207407407	0.528395062	0.208333333	0.024691358
chr3	chrX	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	405	0.207407407	0.528395062	0.208333333	0.024691358
chr3	chrX	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	405	0.207407407	0.528395062	0.208333333	0.024691358
chr4	chr5	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1849	0.386695511	0.488372093	0.4053076	0.181719849
chr4	chr5	pair_independent_trans_oracle	1	snp_truth_oracle	1849	0.420767983	0.511627907	0.545235223	0.244456463
chr4	chr5	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1849	0.386695511	0.488372093	0.4053076	0.181719849
chr4	chr5	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1849	0.386695511	0.488372093	0.4053076	0.181719849
chr4	chr5	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1849	0.386695511	0.488372093	0.4053076	0.181719849
chr4	chr5	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1849	0.386695511	0.488372093	0.4053076	0.181719849
chr4	chr6	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr6	pair_independent_trans_oracle	0	snp_truth_oracle	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr6	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr6	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr6	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr6	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	741	0.36437247	0.577597841	0.450331126	0.183535762
chr4	chr7	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr7	pair_independent_trans_oracle	0	snp_truth_oracle	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr7	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr7	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr7	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr7	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1423	0.454673226	0.629655657	0.498964803	0.338721012
chr4	chr8	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr8	pair_independent_trans_oracle	0	snp_truth_oracle	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr8	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr8	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr8	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr8	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	623	0.32905297	0.529695024	0.4	0.00963081862
chr4	chr9	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	718	0.186629526	0.402506964	0.199300699	0.0793871866
chr4	chr9	pair_independent_trans_oracle	1	snp_truth_oracle	718	0.353760446	0.597493036	0.367132867	0.146239554
chr4	chr9	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	718	0.186629526	0.402506964	0.199300699	0.0793871866
chr4	chr9	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	718	0.186629526	0.402506964	0.199300699	0.0793871866
chr4	chr9	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	718	0.186629526	0.402506964	0.199300699	0.0793871866
chr4	chr9	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	718	0.186629526	0.402506964	0.199300699	0.0793871866
chr4	chr10	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr10	pair_independent_trans_oracle	0	snp_truth_oracle	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr10	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr10	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr10	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr10	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1850	0.711351351	0.776756757	0.809006211	0.563243243
chr4	chr11	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr11	pair_independent_trans_oracle	0	snp_truth_oracle	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr11	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr11	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr11	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr11	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	649	0.25577812	0.530046225	0.222222222	0.0030816641
chr4	chr12	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1104	0.115036232	0.737318841	0.104228122	0.0960144928
chr4	chr12	pair_independent_trans_oracle	1	snp_truth_oracle	1104	0.122282609	0.262681159	0.117010816	0.107789855
chr4	chr12	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1104	0.115036232	0.737318841	0.104228122	0.0960144928
chr4	chr12	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1104	0.115036232	0.737318841	0.104228122	0.0960144928
chr4	chr12	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1104	0.115036232	0.737318841	0.104228122	0.0960144928
chr4	chr12	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1104	0.115036232	0.737318841	0.104228122	0.0960144928
chr4	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr13	pair_independent_trans_oracle	0	snp_truth_oracle	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	582	0.333333333	0.596219931	0.344748858	0.259450172
chr4	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr14	pair_independent_trans_oracle	0	snp_truth_oracle	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	629	0.271860095	0.491255962	0.612903226	0.0906200318
chr4	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr15	pair_independent_trans_oracle	0	snp_truth_oracle	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	471	0.227176221	0.503184713	0.205882353	0.0148619958
chr4	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr16	pair_independent_trans_oracle	0	snp_truth_oracle	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	568	0.339788732	0.572183099	0.34159292	0.339788732
chr4	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr17	pair_independent_trans_oracle	0	snp_truth_oracle	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr17	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr17	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr17	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	480	0.239583333	0.45	0.240793201	0.177083333
chr4	chr18	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	424	0.297169811	0.554245283	0.538461538	0.016509434
